#time(s),x(m),y(m),theta(m)
1317398085389530897, -3083.326598,-29630.275145,2.855206
1317398085489763975, -3937.184314,-29803.329301,-1.657606
1317398085589530944, -4789.576725,-29977.213598,0.112706
1317398085699522018, -5731.762679,-30169.229827,1.882894
1317398085799509048, -6584.557977,-30347.885176,-2.630164
1317398085909544944, -7529.267829,-30541.315531,-0.860220
1317398086009665012, -8387.910143,-30720.092432,0.909543
1317398086119570016, -9343.259182,-30914.319894,2.679233
1317398086219512939, -10213.540664,-31093.371092,-1.834564
1317398086319509029, -11087.391256,-31270.063668,-0.065360
1317398086429521083, -12049.292432,-31461.824843,1.703502
1317398086529572010, -12926.421972,-31634.327421,-2.810902
1317398086639507055, -13893.207199,-31826.743649,-1.042005
1317398086739523887, -14776.375258,-32002.314183,0.726846
1317398086839589118, -15663.100505,-32178.421034,2.495256
1317398086949579000, -16642.028130,-32375.764683,-2.020481
1317398087049614906, -17533.395072,-32553.196317,-0.253136
1317398087159513950, -18513.295645,-32745.351371,1.514355
1317398087259489059, -19407.508126,-32919.859059,-3.001538
1317398087369647026, -20391.837867,-33111.874492,-1.233971
1317398087469645023, -21286.721546,-33288.314023,0.533842
1317398087569519996, -22178.308198,-33467.002613,2.302301
1317398087679558992, -23159.609827,-33663.037223,-2.211824
1317398087779481887, -24048.393479,-33843.453326,-0.442257
1317398087889482975, -25028.278247,-34042.713598,1.328016
1317398087989665985, -25916.590480,-34227.733639,3.098828
1317398088089498043, -26807.162943,-34412.305611,-1.412967
1317398088199479103, -27785.260032,-34615.808031,0.359103
1317398088299508094, -28674.642970,-34799.651902,2.131592
1317398088409467935, -29649.323301,-35001.394403,-2.378544
1317398088509558916, -30532.584025,-35183.683166,-0.604893
1317398088619462966, -31495.185428,-35382.725537,1.169276
1317398088719444036, -32361.409391,-35561.028736,2.944095
1317398088819473028, -33217.376977,-35738.490132,-1.563690
1317398088929492950, -34142.606184,-35932.686547,0.212207
1317398089029623031, -34969.171907,-36106.714216,1.988989
1317398089139467000, -35858.727808,-36297.339877,-2.515267
1317398089239500045, -36651.186382,-36466.450995,-0.733224
1317398089339464902, -37424.671993,-36635.430898,1.052151
1317398089449558973, -38256.877847,-36818.251598,2.840791
1317398089549647092, -38993.355019,-36986.351201,-1.650676
1317398089659482955, -39780.800457,-37167.393982,0.144278
1317398089759433984, -40476.356808,-37332.652027,1.942081
1317398089869589090, -41217.392814,-37509.843035,-2.540371
1317398089969526052, -41867.813763,-37670.999150,-0.737241
1317398090069453954, -42493.819856,-37827.322334,1.068560
1317398090179425954, -43155.519936,-37994.031008,2.877110
1317398090279436111, -43731.743046,-38140.534630,-1.595095
1317398090389451026, -44337.652971,-38294.803584,0.218212
1317398090489729881, -44864.000803,-38429.578002,2.032516
1317398090589430093, -45369.051609,-38561.013661,-2.436988
1317398090699426889, -45905.423400,-38701.286906,-0.626116
1317398090799473047, -46375.366261,-38821.791350,1.179767
1317398090909435033, -46872.192263,-38944.069765,2.978100
1317398091009524106, -47306.817892,-39046.722364,-1.515790
1317398091119411945, -47767.065480,-39152.971872,0.261184
1317398091219418048, -48167.501498,-39240.550978,2.025405
1317398091329417943, -48594.114742,-39326.504084,-2.509455
1317398091429425001, -48975.067884,-39396.726720,-0.778204
1317398091529438972, -49352.056251,-39459.858358,0.933051
1317398091639468908, -49762.003195,-39517.543345,2.618798
1317398091739422082, -50131.792908,-39560.148803,-2.004554
1317398091849543094, -50531.428799,-39594.482438,-0.376172
1317398091949455976, -50892.141704,-39614.213442,1.221235
1317398092059441089, -51284.356822,-39622.548244,2.780857
1317398092159377098, -51639.040635,-39617.331523,-1.980011
1317398092269391059, -52023.503733,-39596.107423,-0.500973
1317398092369493961, -52369.275557,-39565.515602,0.936872
1317398092469645977, -52710.874858,-39523.106663,2.330345
1317398092579394102, -53081.394616,-39458.582218,-2.609656
1317398092679374933, -53412.161631,-39381.389663,-1.312730
1317398092789361000, -53768.652030,-39280.740799,-0.068433
1317398092889386892, -54085.607371,-39173.432947,1.128244
1317398092999448060, -54429.184835,-39039.665221,2.272095
1317398093099374055, -54738.987801,-38904.068631,-2.916613
1317398093209357976, -55078.054067,-38736.317592,-1.878157
1317398093309374094, -55380.625974,-38566.638609,-0.892416
1317398093409389019, -55673.814301,-38379.499606,0.040372
1317398093519603013, -55984.239570,-38148.911983,0.915612
1317398093619369983, -56259.596738,-37921.978547,1.737242
1317398093729367017, -56551.764810,-37652.137890,2.499279
1317398093829355955, -56804.271954,-37388.773973,-3.075723
1317398093939351081, -57068.716090,-37079.193189,-2.428275
1317398094039438009, -57299.105676,-36782.308500,-1.835651
1317398094139372110, -57516.737828,-36468.893992,-1.295852
1317398094249499082, -57740.945187,-36105.145323,-0.812392
1317398094349488973, -57930.463714,-35755.070732,-0.376039
1317398094459561109, -58119.367711,-35348.622077,0.014684
1317398094559371948, -58274.573993,-34959.995690,0.370249
1317398094669327974, -58437.082519,-34515.024047,0.692639
1317398094769328117, -58581.635952,-34093.342551,0.987448
1317398094869486093, -58721.528744,-33652.983415,1.257206
1317398094979481935, -58865.926014,-33148.050210,1.501217
1317398095079386949, -58984.902848,-32667.794732,1.722964
1317398095179339885, -59090.602057,-32168.497843,1.924755
1317398095289328098, -59197.970948,-31596.067861,2.107258
1317398095389322996, -59298.268223,-31056.861092,2.275690
1317398095499511957, -59407.174656,-30440.944276,2.431982
1317398095599435091, -59497.134929,-29861.438870,2.581702
1317398095699315071, -59579.993875,-29261.536637,2.728329
1317398095809330940, -59676.317039,-28585.203749,2.875059
1317398095909323930, -59769.883016,-27953.610762,3.023411
1317398096019680976, -59880.642395,-27242.177489,-3.109862
1317398096119311094, -59979.562993,-26579.846803,-2.958912
1317398096219324111, -60080.409099,-25903.416913,-2.807238
1317398096329293966, -60194.125872,-25143.977658,-2.654996
1317398096429306030, -60305.747956,-24439.959602,-2.502087
1317398096539365053, -60428.901174,-23653.470815,-2.348668
1317398096639317035, -60541.147909,-22929.458395,-2.195836
1317398096739305973, -60653.079058,-22200.794413,-2.044252
1317398096849419116, -60774.358079,-21391.283011,-1.894371
1317398096949486970, -60883.126801,-20645.829729,-1.745904
1317398097059369087, -61002.054723,-19816.782078,-1.598826
1317398097159342050, -61115.048300,-19055.155115,-1.453675
1317398097259280920, -61229.838844,-18287.440980,-1.309327
1317398097369410991, -61357.035875,-17436.554577,-1.165657
1317398097469369888, -61474.642933,-16658.465558,-1.022693
1317398097579299926, -61609.097463,-15797.792972,-0.880765
1317398097679285049, -61734.492109,-15014.226629,-0.739547
1317398097789282083, -61864.844878,-14150.631033,-0.598303
1317398097889281988, -61987.288213,-13363.977011,-0.457017
1317398097989392042, -62108.549285,-12579.785515,-0.315648
1317398098099277973, -62236.189613,-11721.905645,-0.173185
1317398098199254989, -62346.842395,-10944.832084,-0.029496
1317398098309254884, -62470.752860,-10092.240211,0.114832
1317398098409276962, -62583.322164,-9316.808732,0.260327
1317398098509313106, -62695.385453,-8543.390010,0.406944
1317398098619259119, -62817.584178,-7699.899245,0.554142
1317398098719317913, -62931.018285,-6936.830522,0.701412
1317398098829262018, -63056.955633,-6101.486130,0.847942
1317398098929244041, -63170.186271,-5344.345321,0.992676
1317398099039243936, -63291.920824,-4515.410735,1.135343
1317398099139250993, -63403.063189,-3764.816752,1.276003
1317398099239223003, -63514.100522,-3017.705145,1.414729
1317398099349289894, -63635.096641,-2198.050961,1.551310
1317398099449373960, -63742.933272,-1456.360226,1.685900
1317398099559281110, -63855.884517,-648.584585,1.818398
1317398099659173965, -63956.247960,83.093485,1.949160
1317398099769251108, -64061.180860,884.318959,2.078864
1317398099869374036, -64155.082351,1609.912566,2.207352
1317398099969331979, -64247.170391,2331.379406,2.334486
1317398100079255104, -64350.256090,3120.687513,2.460160
1317398100179215908, -64443.663444,3826.117391,2.584489
1317398100289216995, -64542.722530,4584.528889,2.707854
1317398100389209985, -64630.929084,5257.064243,2.830375
1317398100499327898, -64725.975110,5989.290706,2.952594
1317398100599149942, -64810.277508,6650.132800,3.074776
1317398100699223995, -64895.650516,7308.011648,-3.086353
1317398100809225082, -64988.517027,8029.051234,-2.964516
1317398100909200906, -65070.047538,8682.103827,-2.842765
1317398101019558906, -65160.526053,9398.343422,-2.721347
1317398101119256019, -65244.636421,10042.598589,-2.600233
1317398101229166030, -65336.662308,10747.686194,-2.479025
1317398101329197883, -65415.608203,11385.482224,-2.357749
1317398101429162025, -65493.530924,12020.285736,-2.237264
1317398101539228916, -65582.886413,12714.587628,-2.120230
1317398101639157056, -65663.969352,13343.648960,-2.008154
1317398101749133110, -65741.891546,14033.636916,-1.902215
1317398101849288940, -65806.493589,14664.594515,-1.802384
1317398101959369897, -65878.829850,15363.476641,-1.710298
1317398102059179067, -65942.529744,16004.167006,-1.624258
1317398102159178972, -65998.355732,16648.222227,-1.543468
1317398102269167900, -66054.144048,17361.137488,-1.467375
1317398102369322061, -66105.392779,18016.080080,-1.395110
1317398102479320049, -66158.753445,18747.856731,-1.325883
1317398102579169034, -66204.548352,19421.172059,-1.258455
1317398102689168930, -66260.038219,20177.690293,-1.193043
1317398102789171934, -66310.371339,20870.127777,-1.129056
1317398102889163970, -66356.503898,21567.757241,-1.065726
1317398102999439954, -66403.344659,22342.994019,-1.002601
1317398103099160909, -66443.971702,23051.651382,-0.940107
1317398103209153890, -66493.225712,23835.661535,-0.878370
1317398103309153079, -66541.251985,24549.018866,-0.817188
1317398103409131050, -66587.679030,25262.939633,-0.755890
1317398103519362926, -66645.608924,26045.366332,-0.694785
1317398103619149923, -66708.916331,26755.739131,-0.634628
1317398103729150056, -66771.332701,27533.917090,-0.576324
1317398103829152107, -66828.292442,28241.700066,-0.520202
1317398103939141035, -66881.211634,29019.587258,-0.466388
1317398104039166927, -66927.470266,29733.454543,-0.414345
1317398104139143943, -66972.881266,30450.211451,-0.364332
1317398104249313116, -67023.967686,31243.005347,-0.316106
1317398104349144935, -67066.475969,31966.179664,-0.269075
1317398104459327936, -67115.324519,32767.279761,-0.222813
1317398104559192895, -67159.229707,33498.179307,-0.177909
1317398104669109106, -67206.137171,34308.302865,-0.134131
1317398104769134044, -67245.387909,35050.271389,-0.091444
1317398104869278907, -67286.648897,35797.584409,-0.050389
1317398104979387044, -67328.734707,36625.423378,-0.011515
1317398105079202890, -67363.925952,37381.836996,0.025618
1317398105189122915, -67405.009430,38220.785908,0.060433
1317398105289130926, -67438.485146,38988.517300,0.093675
1317398105399110078, -67471.008079,39838.581920,0.126669
1317398105499269008, -67501.634675,40617.443039,0.158564
1317398105599109888, -67531.924808,41401.661392,0.190679
1317398105709105968, -67562.249249,42271.347693,0.223177
1317398105809119939, -67594.149676,43067.193091,0.255839
1317398105919178009, -67631.399252,43946.897134,0.289249
1317398106019401073, -67664.610002,44751.083329,0.324332
1317398106129113912, -67700.240989,45640.566849,0.361162
1317398106229084968, -67734.388516,46452.602002,0.399673
1317398106329097032, -67771.143691,47265.900767,0.439883
1317398106439047098, -67812.189361,48161.425892,0.481626
1317398106539124965, -67849.876312,48977.748685,0.525495
1317398106649281024, -67897.941265,49878.589555,0.571130
1317398106749234914, -67942.019192,50701.177656,0.618468
1317398106859083890, -67990.845308,51609.018931,0.666671
1317398106959142923, -68035.045999,52435.075192,0.715446
1317398107059170007, -68079.565635,53260.560130,0.764923
1317398107169044971, -68129.517400,54169.217816,0.814871
1317398107269088029, -68174.255115,54994.935488,0.865500
1317398107379023075, -68221.193595,55901.776198,0.917230
1317398107479310989, -68266.013820,56723.174065,0.969709
1317398107589067935, -68314.145964,57623.977793,1.022981
1317398107689070940, -68360.023877,58440.935703,1.077126
1317398107789052963, -68408.315951,59255.318373,1.131610
1317398107899063110, -68463.422150,60147.585734,1.186069
1317398107999245882, -68513.305520,60953.358516,1.239487
1317398108109056949, -68567.695022,61834.856112,1.291667
1317398108209053039, -68614.088775,62632.232083,1.343220
1317398108309101104, -68658.814364,63426.485277,1.394290
1317398108419037103, -68705.490941,64295.550082,1.444825
1317398108519258975, -68747.735622,65080.946081,1.494780
1317398108629050016, -68792.465388,65939.196966,1.544234
1317398108729065895, -68833.510131,66714.944631,1.593147
1317398108838996887, -68879.515582,67563.401791,1.640825
1317398108939059019, -68921.086062,68329.766811,1.686459
1317398109039114952, -68960.425304,69090.726972,1.729058
1317398109149022102, -69001.005767,69921.709181,1.768437
1317398109249120950, -69036.418488,70673.658382,1.804499
1317398109359025955, -69072.351424,71496.650098,1.837216
1317398109459209918, -69102.020259,72241.384414,1.867036
1317398109569066047, -69131.651368,73057.401177,1.894146
1317398109669011116, -69159.326895,73795.406736,1.919495
1317398109769007921, -69184.902609,74530.025008,1.943367
1317398109879070997, -69205.897882,75338.190480,1.964458
1317398109979218006, -69220.930943,76072.070001,1.982843
1317398110089014053, -69241.812723,76878.117140,1.997324
1317398110188988924, -69256.665450,77606.643040,2.009575
1317398110299017906, -69266.515607,78405.260063,2.020237
1317398110398986101, -69279.715250,79127.812236,2.028532
1317398110499128103, -69293.337271,79848.004183,2.034412
1317398110608995914, -69302.105413,80635.961938,2.038143
1317398110709005117, -69309.576176,81350.024738,2.040249
1317398110818979978, -69320.801600,82133.281672,2.039214
1317398110918993949, -69323.746058,82842.613894,2.035985
1317398111029184103, -69321.629031,83622.033939,2.028220
1317398111128999948, -69317.281859,84327.823168,2.015007
1317398111228981971, -69311.660764,85030.701743,1.995905
1317398111339011907, -69301.353851,85800.607250,1.967943
1317398111439091920, -69286.162832,86498.629423,1.929920
1317398111549127101, -69258.637696,87264.141849,1.879179
1317398111649096965, -69226.253862,87958.410456,1.816319
1317398111758955001, -69178.474173,88719.411746,1.740635
1317398111859013080, -69126.713929,89409.623317,1.653844
1317398111959144115, -69066.894276,90097.539299,1.556670
1317398112069015026, -68990.371372,90851.024569,1.449574
1317398112168961048, -68912.639022,91532.914844,1.334590
1317398112279045104, -68826.373139,92279.110749,1.212409
1317398112378962039, -68742.394014,92955.220470,1.085313
1317398112489134073, -68641.002027,93693.654984,0.955583
1317398112588917016, -68545.545282,94359.860836,0.824681
1317398112688978910, -68455.889742,95023.511665,0.692633
1317398112798954010, -68356.300663,95746.084601,0.560671
1317398112898983955, -68268.581594,96399.484297,0.430197
1317398113009196043, -68171.287500,97114.567757,0.300438
1317398113108952999, -68082.409418,97759.818999,0.172455
1317398113218939065, -67985.661786,98463.574584,0.046590
1317398113318962097, -67904.050066,99097.841480,-0.077775
1317398113418941020, -67822.995413,99726.548313,-0.199931
1317398113529006004, -67732.798379,100412.669300,-0.317476
1317398113628945112, -67654.909403,101031.530079,-0.429761
1317398113738946914, -67572.107758,101707.092301,-0.535918
1317398113839015960, -67501.936226,102316.316688,-0.637250
1317398113938957929, -67435.883977,102920.726882,-0.734457
1317398114049021005, -67366.936682,103581.170714,-0.827364
1317398114148957967, -67303.738508,104178.313937,-0.916445
1317398114258953094, -67237.836500,104828.884790,-1.001173
1317398114358923912, -67183.587882,105414.686350,-1.082493
1317398114459085941, -67134.736866,105995.003983,-1.160214
1317398114568952083, -67083.929902,106626.084947,-1.232983
1317398114668926954, -67038.473810,107195.314330,-1.300354
1317398114778913974, -66995.819296,107816.974044,-1.360542
1317398114878925085, -66963.366114,108377.763221,-1.412336
1317398114989095926, -66927.241214,108990.170737,-1.452574
1317398115088913917, -66899.228031,109542.378511,-1.480528
1317398115188954114, -66879.448422,110091.097503,-1.495607
1317398115298909902, -66867.592921,110690.989232,-1.494103
1317398115398967027, -66864.489915,111233.821966,-1.474669
1317398115508955955, -66866.801123,111826.611353,-1.432759
1317398115608917951, -66883.722951,112361.804127,-1.369211
1317398115708894014, -66914.026595,112892.486407,-1.284222
1317398115818923950, -66962.228418,113473.229622,-1.176437
1317398115918890953, -67015.851908,113998.234161,-1.049575
1317398116029107093, -67089.867257,114573.566488,-0.905959
1317398116128880023, -67168.106388,115094.273452,-0.752495
1317398116238957881, -67264.504023,115665.674292,-0.595671
1317398116338898897, -67354.097953,116183.855564,-0.444346
1317398116438916921, -67438.367923,116701.434743,-0.304747
1317398116549053907, -67523.709729,117270.026872,-0.179315
1317398116648926973, -67589.163048,117783.592662,-0.066117
1317398116758816957, -67654.631589,118345.706960,0.034299
1317398116858896970, -67709.543586,118853.337688,0.121526
1317398116969033956, -67765.215819,119409.127517,0.191566
1317398117068907976, -67804.274854,119910.632456,0.245079
1317398117178860902, -67833.663574,120459.200070,0.282157
1317398117278862953, -67851.261021,120955.352734,0.305292
1317398117388855934, -67865.763162,121497.581533,0.313192
1317398117489075899, -67872.497522,121985.584265,0.307835
1317398117588876962, -67874.089982,122468.566753,0.290216
1317398117698880910, -67863.924512,122994.658044,0.260910
1317398117798906087, -67848.265189,123469.859120,0.221641
1317398117908869028, -67828.781251,123988.610774,0.174396
1317398118009074926, -67808.209787,124455.172309,0.122222
1317398118108831882, -67791.958690,124918.581340,0.066831
1317398118218900918, -67770.567305,125427.939307,0.008834
1317398118318847894, -67749.567350,125886.287742,-0.049458
1317398118428880929, -67723.334873,126388.267231,-0.109028
1317398118528871059, -67706.248286,126841.751552,-0.171748
1317398118638895988, -67676.669383,127345.970639,-0.237149
1317398118738822937, -67651.812048,127811.005497,-0.306298
1317398118838891029, -67625.448968,128285.257227,-0.380882
1317398118949023008, -67591.752802,128815.678957,-0.461321
1317398119048919916, -67553.160400,129304.612009,-0.547310
1317398119158813953, -67505.421841,129850.992409,-0.639240
1317398119258817911, -67461.346171,130357.677128,-0.736931
1317398119368927955, -67409.925429,130922.713783,-0.840763
1317398119469036102, -67356.274834,131443.479561,-0.949921
1317398119568861007, -67298.044256,131968.358822,-1.064417
1317398119678812980, -67231.173582,132550.824998,-1.184091
1317398119778817892, -67170.665456,133085.367127,-1.307764
1317398119888828992, -67102.542820,133677.974918,-1.435837
1317398119988944053, -67034.060288,134220.050144,-1.566794
1317398120098840951, -66951.339177,134813.676426,-1.700792
1317398120198870897, -66875.237762,135355.406252,-1.836674
1317398120298783063, -66803.046794,135896.067595,-1.974075
1317398120408823966, -66720.657411,136489.402732,-2.111710
1317398120508840084, -66644.800179,137025.241559,-2.248644
1317398120618829965, -66564.042970,137614.050709,-2.384555
1317398120718780040, -66492.361838,138145.536090,-2.518292
1317398120818806886, -66422.712824,138674.819801,-2.649672
1317398120928786993, -66347.793985,139253.411869,-2.778019
1317398121028953075, -66284.770332,139771.289425,-2.903776
1317398121138824939, -66218.778943,140330.680179,-3.025717
1317398121238832950, -66161.727148,140829.445060,3.139295
1317398121348943948, -66103.509885,141363.601250,3.025163
1317398121448985099, -66053.409647,141836.619198,2.915126
1317398121548960924, -66004.478724,142297.350386,2.809631
1317398121658735036, -65953.254491,142785.702972,2.710180
1317398121758857965, -65910.986715,143213.635093,2.617509
1317398121868901014, -65872.101123,143665.411492,2.534366
1317398121968935966, -65843.120547,144061.697471,2.462059
1317398122068800926, -65818.713518,144448.519270,2.402778
1317398122178770065, -65797.041488,144869.464782,2.360431
1317398122278727054, -65782.954834,145246.620904,2.336268
1317398122388772964, -65773.192252,145656.616956,2.336062
1317398122488883018, -65773.061164,146024.864475,2.360717
1317398122598814964, -65787.118479,146424.644644,2.415303
1317398122698764085, -65810.725893,146782.441588,2.499391
1317398122798773050, -65844.726384,147135.251288,2.614107
1317398122908744096, -65893.488924,147517.878962,2.761944
1317398123008874893, -65948.351199,147861.226141,2.939247
1317398123108761072, -66009.813239,148201.521324,-3.136653
1317398123218775033, -66086.907210,148570.818321,-2.895925
1317398123318802118, -66168.643577,148902.448428,-2.623919
1317398123428745031, -66270.529311,149261.721904,-2.315708
1317398123528796911, -66373.807297,149587.183774,-1.973114
1317398123628724098, -66489.220357,149913.089812,-1.594131
1317398123738751888, -66633.074715,150274.190187,-1.173067
1317398123838749885, -66779.350290,150603.005315,-0.711504
1317398123948913097, -66963.765062,150961.216070,-0.203121
1317398124048886060, -67150.443149,151284.484856,0.349655
1317398124158791065, -67373.434693,151641.558607,0.953250
1317398124258730888, -67595.118030,151966.313737,1.603236
1317398124358743906, -67838.401915,152290.254149,2.300087
1317398124468950986, -68130.465996,152644.430835,3.049761
1317398124568777084, -68426.080153,152959.164330,-2.436853
1317398124678714036, -68781.782049,153295.442446,-1.588510
1317398124778728961, -69131.163656,153595.434775,-0.692690
1317398124878768920, -69505.055850,153890.752966,0.250025
1317398124988904953, -69948.171234,154206.151373,1.242979
1317398125088722944, -70376.960552,154484.698857,2.280559
1317398125198730945, -70882.442255,154778.411022,-2.918563
1317398125298708915, -71369.589977,155034.309261,-1.795205
1317398125408719062, -71937.383470,155301.219448,-0.631951
1317398125508753061, -72479.244084,155532.165401,0.564030
1317398125608696937, -73048.400410,155753.935857,1.789335
1317398125718750953, -73698.350243,155983.933330,3.042953
1317398125818686008, -74313.364218,156182.507155,-1.964931
1317398125928726911, -75014.011644,156393.395837,-0.669111
1317398126028887033, -75671.747664,156577.539610,0.644155
1317398126138741970, -76416.715208,156773.652042,1.976377
1317398126238676071, -77114.640393,156943.084667,-2.957493
1317398126338727951, -77831.264617,157103.220996,-1.591039
1317398126448894977, -78639.975209,157266.333447,-0.206614
1317398126548891067, -79393.472242,157404.897059,1.191926
1317398126658674955, -80240.618687,157548.177699,2.600708
1317398126758707046, -81025.799538,157671.169216,-2.269492
1317398126868824958, -81902.536106,157804.118020,-0.854510
1317398126968785047, -82715.151615,157930.897857,0.561093
1317398127078665971, -83625.202038,158074.378309,1.976806
1317398127178668022, -84466.995886,158208.397788,-2.890833
1317398127278708934, -85322.093616,158344.395468,-1.475530
1317398127388673067, -86278.114556,158496.523434,-0.060818
1317398127488828897, -87156.668576,158634.924094,1.352959
1317398127598665952, -88132.440024,158789.496163,2.765749
1317398127698646068, -89023.764531,158932.089942,-2.105553
1317398127808661937, -90006.092409,159091.286739,-0.694274
1317398127908657073, -90899.816088,159236.500543,0.716532
1317398128008815050, -91795.642190,159387.300987,2.126939
1317398128118702888, -92783.240055,159551.382053,-2.746464
1317398128218631029, -93683.089483,159701.372278,-1.337096
1317398128328646898, -94674.959674,159865.835702,0.072033
1317398128428632974, -95579.690082,160018.714525,1.481291
1317398128538692951, -96578.718315,160183.746377,2.890902
1317398128648690938, -97579.591073,160348.478295,-1.982374
1317398128738640069, -98399.857106,160483.463371,-0.571468
1317398128848777055, -99404.597181,160644.805993,0.840550
1317398128948854923, -100319.786691,160790.641394,2.253832
1317398129058686971, -101327.439663,160948.800182,-2.614862
1317398129158643007, -102243.509776,161092.708033,-1.198973
1317398129258641958, -103160.444802,161235.130770,0.218282
1317398129368784904, -104170.754733,161389.806278,1.637194
1317398129468877077, -105088.948937,161529.377010,3.057561
1317398129578649997, -106097.834233,161680.965369,-1.803693
1317398129678679943, -107013.432796,161816.836290,-0.380154
1317398129788619995, -108017.088661,161964.317708,1.045273
1317398129888622999, -108925.345528,162097.053333,2.472487
1317398129988841056, -109827.485754,162225.262495,-2.381597
1317398130098617076, -110812.756265,162362.606328,-0.950743
1317398130198611974, -111700.291534,162484.342160,0.482043
1317398130308640956, -112665.106247,162616.861914,1.917625
1317398130408596038, -113530.707978,162729.627257,-2.927960
1317398130508645057, -114382.024429,162841.985588,-1.488021
1317398130618592023, -115301.514250,162961.536046,-0.045319
1317398130718599081, -116122.083710,163064.002410,1.399724
1317398130828594923, -117007.251774,163171.488035,2.847430
1317398130928600072, -117792.529977,163267.274738,-1.985550
1317398131038654088, -118637.383609,163367.842754,-0.531995
1317398131138592958, -119384.243069,163453.842633,0.925838
1317398131238636970, -120110.007545,163533.820870,2.388050
1317398131348711967, -120881.045235,163613.414513,-2.428756
1317398131448767900, -121557.061653,163681.140309,-0.958767
1317398131558667898, -122271.756171,163750.481193,0.514498
1317398131658592939, -122897.612702,163808.944756,1.989672
1317398131768584966, -123558.230909,163867.636127,-2.818035
1317398131868740081, -124134.045174,163921.383830,-1.340811
1317398131968730926, -124690.684157,163971.847423,0.137818
1317398132078665018, -125281.354445,164025.316045,1.616923
1317398132178564071, -125800.932940,164069.699392,3.096765
1317398132288574934, -126357.523743,164117.813306,-1.704701
1317398132388555049, -126855.962221,164161.575637,-0.220315
1317398132498584032, -127399.132789,164209.064602,1.268647
1317398132598514080, -127889.596202,164250.393256,2.764095
1317398132698513984, -128375.615734,164288.295425,-2.013833
1317398132808595895, -128903.071030,164322.475321,-0.493797
1317398132908560037, -129374.222920,164344.611598,1.043581
1317398133018965959, -129881.456837,164359.178736,2.604655
1317398133118560075, -130335.970780,164361.535798,-2.092241
1317398133218555927, -130786.069189,164352.823678,-0.477448
1317398133328547954, -131274.466688,164330.719059,1.172991
