#time(s),x(m),y(m),theta(m)
1317398090172861099, -18.241281,94.552173,1.768900
1317398090277069092, -18.386249,95.222622,1.768531
1317398090381273985, -18.524945,95.865859,1.768313
1317398090485506058, -18.669635,96.543282,1.768058
1317398090589787006, -18.794627,97.127632,1.767389
1317398090694112062, -18.923934,97.741316,1.766529
1317398090798437119, -19.139580,98.799938,1.763601
1317398090902772903, -19.139755,98.779505,1.760293
1317398091007123947, -19.245448,99.318102,1.754144
1317398091111466885, -19.332474,99.785064,1.745808
1317398091215840101, -19.418025,100.278370,1.734919
1317398091320264101, -19.485044,100.706745,1.722567
1317398091424710989, -19.547761,101.157992,1.706978
1317398091529181004, -19.592508,101.549034,1.691015
1317398091738193989, -19.631298,101.964798,1.671990
1317398091842760086, -19.654501,102.331867,1.651877
1317398091947328091, -19.700238,103.097930,1.603562
1317398092051870108, -19.692056,103.443626,1.574957
1317398092156388044, -19.671486,103.819727,1.540967
1317398092260907888, -19.636686,104.154235,1.507606
1317398092365426064, -19.586138,104.519634,1.467619
1317398092469919920, -19.522380,104.844761,1.428292
1317398092574392080, -19.438977,105.197817,1.383204
1317398092678838968, -19.281620,105.839702,1.296241
1317398092887660027, -19.247166,105.823979,1.294837
1317398092992036104, -19.111743,106.158303,1.243397
1317398093096385002, -18.854322,106.789722,1.143857
1317398093305135012, -18.682903,107.064602,1.095824
1317398093409487009, -18.481174,107.362200,1.042858
1317398093513813019, -18.094438,107.938127,0.937866
1317398093618139982, -17.656214,108.460947,0.833125
1317398093826792002, -17.614229,108.443048,0.834045
1317398093931118965, -17.317265,108.706103,0.777706
1317398094035423040, -16.751371,109.204811,0.666265
1317398094139712095, -16.428785,109.409175,0.614419
1317398094243942976, -16.060891,109.624097,0.555952
1317398094348114967, -15.387260,110.002808,0.451015
1317398094452227116, -15.342398,109.992407,0.453721
1317398094556241035, -14.918410,110.168748,0.400293
1317398094660182953, -14.511809,110.315244,0.356261
1317398094764101028, -14.050627,110.465596,0.313861
1317398094868017912, -13.611300,110.590972,0.282048
1317398094971939087, -13.113572,110.721306,0.252328
1317398095075882912, -12.638621,110.832913,0.228279
1317398095179825068, -12.145230,110.939313,0.206822
1317398095283742905, -11.587470,111.050667,0.184715
1317398095387635946, -10.558196,111.239922,0.146183
1317398095595354080, -10.506717,111.248062,0.149866
1317398095699152946, -9.882580,111.344433,0.134235
1317398095802953005, -8.680302,111.511373,0.111583
1317398095906774044, -8.055210,111.588709,0.108489
1317398096114563942, -7.412935,111.667659,0.108771
1317398096218507051, -6.692534,111.756625,0.112121
1317398096322499037, -5.309434,111.923234,0.118282
1317398096426516056, -4.612581,112.017149,0.122165
1317398096530553102, -3.899462,112.116011,0.125592
1317398096634635925, -3.104062,112.227743,0.128709
1317398096738749027, -2.365593,112.334550,0.131780
1317398096842860937, -1.545133,112.454350,0.134537
1317398096946971893, -0.789299,112.567480,0.136056
1317398097051105022, -0.027574,112.682260,0.136775
1317398097155263901, 0.815688,112.808591,0.136891
1317398097259399891, 1.591609,112.925539,0.137160
1317398097363533974, 2.448322,113.053600,0.137309
1317398097467693090, 4.011997,113.279135,0.135860
1317398097571851015, 4.038289,113.291869,0.137139
1317398097675986052, 4.924771,113.422957,0.137608
1317398097780143976, 5.735976,113.543592,0.137932
1317398097884330034, 6.628714,113.675276,0.137809
1317398097988487005, 7.443546,113.795561,0.137909
1317398098092642069, 8.337781,113.926487,0.138641
1317398098196825981, 9.151036,114.046283,0.139300
1317398098301007032, 9.961223,114.165737,0.139918
1317398098405189037, 10.843102,114.295350,0.141464
1317398098509375095, 11.642792,114.414167,0.143075
1317398098717755079, 12.518586,114.544740,0.144033
1317398098821991920, 14.096156,114.777460,0.146532
1317398098926244974, 14.960306,114.908499,0.147273
1317398099030491114, 15.742688,115.027636,0.147464
1317398099134756088, 16.597090,115.157269,0.146802
1317398099238985062, 17.371857,115.274167,0.145057
1317398099343214989, 18.219337,115.400007,0.143009
1317398099447480917, 18.987344,115.512348,0.141002
1317398099656029940, 19.752190,115.622421,0.139049
1317398099760288954, 20.588583,115.740760,0.136867
1317398099864531994, 22.151793,115.957194,0.132718
1317398099968785048, 22.888874,116.056609,0.130903
1317398100073040009, 23.696942,116.163949,0.129755
1317398100177292109, 24.428810,116.260390,0.128438
1317398100281553984, 25.155879,116.355159,0.126972
1317398100385783911, 25.947805,116.457106,0.125391
1317398100490016937, 26.657363,116.547369,0.123914
1317398100594274044, 27.421566,116.643358,0.122809
1317398100698529005, 28.102487,116.728199,0.121815
1317398100907084942, 28.842355,116.819520,0.121354
1317398101011372089, 29.510777,116.901687,0.121151
1317398101115647078, 30.894405,117.070682,0.120626
1317398101324193954, 31.551622,117.150677,0.120359
1317398101428493977, 32.274567,117.238224,0.119842
1317398101532847881, 33.626036,117.400808,0.119453
1317398101637172937, 34.268326,117.477397,0.119347
1317398101741498947, 34.908723,117.553185,0.118394
1317398101845822096, 35.611772,117.635267,0.114803
1317398101950124979, 36.250088,117.706954,0.109728
1317398102054405928, 36.952578,117.782224,0.103501
1317398102158694983, 37.597498,117.847021,0.097332
1317398102262949944, 38.311736,117.914502,0.089555
1317398102367181063, 38.967316,117.971173,0.083504
1317398102471409082, 39.630719,118.024591,0.078275
1317398102575632095, 40.366301,118.080278,0.073625
1317398102679862976, 41.045801,118.128542,0.069868
1317398102784076929, 41.799889,118.179642,0.066924
1317398102888307095, 42.495076,118.224700,0.065236
1317398102992527962, 43.267844,118.273729,0.063351
1317398103096735954, 43.981108,118.317612,0.062075
1317398103200953007, 44.701546,118.361255,0.061581
1317398103305160999, 45.499920,118.409595,0.061550
1317398103513622999, 46.230634,118.453970,0.061101
1317398103617845058, 47.039442,118.502929,0.060535
1317398103826351881, 48.483032,118.590026,0.060295
1317398103930605888, 49.289812,118.638415,0.060308
1317398104034859896, 50.790232,118.728650,0.057721
1317398104243380070, 51.518476,118.770404,0.055760
1317398104347630024, 52.319212,118.814807,0.053677
1317398104451884985, 53.754587,118.891726,0.050107
1317398104556132078, 54.563581,118.932203,0.048553
1317398104660388947, 55.305491,118.968178,0.047593
1317398104868918896, 56.129229,119.007336,0.047060
1317398104973186016, 56.885802,119.042920,0.045939
1317398105077466011, 58.454328,119.114916,0.043964
1317398105285964012, 59.225828,119.148716,0.042576
1317398105390229940, 60.079190,119.184878,0.040643
1317398105598742962, 61.689729,119.250241,0.036838
1317398105702996016, 62.478632,119.279350,0.035518
1317398105807250023, 64.118537,119.337871,0.034418
1317398105911478043, 64.916933,119.365884,0.034878
1317398106119962931, 65.801390,119.397552,0.035491
1317398106224193096, 66.614463,119.427442,0.035869
1317398106328866959, 68.305956,119.489411,0.038469
1317398106433121920, 69.201958,119.525345,0.040370
1317398106641168118, 70.023931,119.560135,0.042184
1317398106745405912, 70.849252,119.596729,0.043991
1317398106849661112, 72.560436,119.673900,0.047704
1317398106953926086, 73.467836,119.719074,0.049495
1317398107162436008, 74.296181,119.761943,0.051197
1317398107266690016, 75.208503,119.810537,0.052032
1317398107370944977, 76.857595,119.898253,0.053224
1317398107475200891, 77.765006,119.948495,0.053585
1317398107579457045, 78.591292,119.994831,0.054126
1317398107683712959, 79.497486,120.046065,0.055055
1317398107787988901, 80.322499,120.093854,0.055599
1317398107892277956, 81.222044,120.146381,0.056148
1317398107996546984, 82.039366,120.194811,0.056744
1317398108100824118, 82.854073,120.243509,0.056771
1317398108205084085, 83.746504,120.296520,0.056399
1317398108309329033, 84.554809,120.344281,0.054983
1317398108517808914, 85.435903,120.394766,0.053340
1317398108622096062, 87.029960,120.481790,0.051773
1317398108726353884, 87.900548,120.528710,0.050754
1317398108830606937, 88.689531,120.570472,0.049667
1317398108934859991, 89.547418,120.614652,0.048637
1317398109039139986, 90.324403,120.653779,0.047549
1317398109247685909, 91.173289,120.695213,0.045754
1317398109351977110, 92.702933,120.766058,0.040093
1317398109456233025, 93.534626,120.800030,0.036285
1317398109560472012, 94.288028,120.827784,0.032375
1317398109664726019, 95.110979,120.854707,0.028433
1317398109769009113, 95.858933,120.876186,0.024939
1317398109873294115, 96.675516,120.896624,0.021630
1317398109977560043, 98.149242,120.928315,0.017798
1317398110186005116, 98.160161,120.928164,0.017205
1317398110290260077, 98.978017,120.941667,0.013840
1317398110394514084, 100.517123,120.962224,0.006664
1317398110498740911, 101.246519,120.966155,0.003883
1317398110602972984, 102.045710,120.967988,0.001760
1317398110811491966, 102.770771,120.967624,-0.001123
1317398110915747881, 103.494858,120.964850,-0.004028
1317398111020029068, 104.991509,120.956361,-0.008227
1317398111124346018, 105.771398,120.946882,-0.011752
1317398111332959890, 106.478742,120.934889,-0.014284
1317398111437273026, 107.255924,120.919419,-0.019098
1317398111541614056, 108.651086,120.887665,-0.030587
1317398111645953894, 109.412598,120.858465,-0.039515
1317398111750279903, 110.102771,120.824614,-0.049562
1317398111854620934, 110.860020,120.779950,-0.062167
1317398111958947897, 111.546236,120.729717,-0.074081
1317398112063227892, 112.298655,120.666148,-0.086593
1317398112167484045, 112.981988,120.599106,-0.097293
1317398112271711111, 113.664009,120.525033,-0.107176
1317398112375890017, 114.409744,120.437691,-0.116503
1317398112480048895, 115.085048,120.352022,-0.123716
1317398112584175110, 115.826037,120.253787,-0.130157
1317398112688313961, 116.496528,120.160591,-0.134251
1317398112792484999, 117.232686,120.056454,-0.136005
1317398112896612883, 117.895636,119.961751,-0.136250
1317398113000721931, 118.556190,119.868028,-0.136434
1317398113104846001, 119.276897,119.766641,-0.135354
1317398113208970070, 119.928303,119.676164,-0.132852
1317398113313117981, 120.641938,119.579656,-0.131112
1317398113417256117, 121.283802,119.494496,-0.128303
1317398113521342039, 121.986318,119.403943,-0.125156
1317398113625439882, 122.619798,119.325009,-0.122633
1317398113729549885, 123.247398,119.249071,-0.119418
1317398113833647013, 123.932872,119.168884,-0.113828
1317398113937779903, 124.550923,119.100864,-0.107618
1317398114041970015, 125.225839,119.031045,-0.100576
1317398114146163940, 125.835231,118.973103,-0.094876
1317398114250345945, 126.439064,118.919634,-0.089917
1317398114354542971, 127.098814,118.864643,-0.084836
1317398114458741903, 127.693851,118.819163,-0.080281
1317398114562952995, 128.343226,118.772674,-0.075264
1317398114667140007, 128.927809,118.734991,-0.071256
1317398114771322966, 129.508004,118.700647,-0.067128
1317398114875502110, 130.138787,118.666065,-0.061733
1317398114979640961, 130.708549,118.639451,-0.055976
1317398115083755970, 131.330575,118.613885,-0.048536
1317398115187864065, 131.891999,118.596552,-0.039984
1317398115291975021, 132.505089,118.582573,-0.028383
1317398115396054029, 133.056518,118.577905,-0.016161
1317398115500114918, 133.605512,118.580343,-0.003460
1317398115604176998, 134.204690,118.589632,0.012828
1317398115708251953, 134.746597,118.607728,0.030353
1317398115812361956, 135.338680,118.636309,0.052310
1317398115916508913, 135.873344,118.674009,0.073334
1317398116020726919, 136.404134,118.721497,0.094077
1317398116125041962, 136.984341,118.783209,0.116100
1317398116229441881, 137.508568,118.849529,0.134353
1317398116333925009, 138.084138,118.930501,0.150249
1317398116438491106, 138.602745,119.010092,0.159228
1317398116543067932, 139.172220,119.100693,0.161730
1317398116647578001, 139.687451,119.182196,0.155400
1317398116752049923, 140.201523,119.258607,0.142884
1317398116856530905, 140.765097,119.334246,0.127989
1317398116961025000, 141.272754,119.393004,0.115089
1317398117065495968, 141.827753,119.449635,0.101720
1317398117169893026, 142.330816,119.492646,0.088022
1317398117274265051, 142.882352,119.532279,0.070422
1317398117378606081, 143.379788,119.557766,0.053569
1317398117482935905, 143.924719,119.576985,0.036912
1317398117587265015, 144.417855,119.584972,0.022838
1317398117691531897, 144.957503,119.586948,0.007577
1317398117795785904, 145.446552,119.580231,-0.005613
1317398117900016069, 145.930751,119.567169,-0.017715
1317398118004232883, 146.460548,119.547540,-0.029144
1317398118108417988, 146.939094,119.523507,-0.038759
1317398118212587118, 147.461989,119.493244,-0.046294
1317398118316793919, 147.935474,119.461252,-0.050696
1317398118421003103, 148.403905,119.427355,-0.053302
1317398118525244951, 148.917040,119.389606,-0.055202
1317398118629513025, 149.380207,119.353367,-0.054704
1317398118733779907, 149.887132,119.314682,-0.055090
1317398118838068962, 150.348400,119.277896,-0.057255
1317398118942389011, 150.861300,119.236752,-0.058845
1317398119046724081, 151.335722,119.196631,-0.061396
1317398119151034117, 151.819302,119.154225,-0.065525
1317398119255326986, 152.360338,119.105614,-0.069947
1317398119359628916, 152.860135,119.057210,-0.073944
1317398119463942051, 153.418889,119.002107,-0.078194
1317398119568226099, 153.936390,118.947522,-0.082133
1317398119672470093, 154.513932,118.885667,-0.086304
1317398119776742935, 155.046293,118.825178,-0.089520
1317398119880995035, 155.582399,118.762598,-0.092609
1317398119985224962, 156.177804,118.692770,-0.095379
1317398120089458942, 156.724212,118.626003,-0.096829
1317398120193665028, 157.328853,118.552839,-0.098521
1317398120297873974, 157.882433,118.483919,-0.098553
1317398120402081013, 158.491733,118.409806,-0.098589
1317398120506263018, 159.047463,118.341367,-0.097329
1317398120610445976, 159.602305,118.274194,-0.095572
1317398120714638948, 160.211270,118.203425,-0.092390
1317398120818794012, 160.763095,118.140645,-0.088153
1317398120922952890, 161.367074,118.076423,-0.083471
1317398121131275892, 161.913248,118.020777,-0.077535
1317398121235434055, 162.457027,117.969620,-0.071322
1317398121339574099, 163.579345,117.882027,-0.061687
1317398121547883987, 164.151584,117.841002,-0.053792
1317398121652066946, 164.662423,117.809673,-0.045900
1317398121756203890, 165.693843,117.760830,-0.033601
1317398121860325098, 166.160190,117.746286,-0.024893
1317398122068532944, 166.656729,117.737931,-0.014707
1317398122172590971, 167.094111,117.738589,-0.003828
1317398122276627064, 167.960498,117.745797,0.020486
1317398122484617949, 168.354131,117.767982,0.037375
1317398122588620901, 168.782502,117.801836,0.058048
1317398122796587944, 169.580963,117.869949,0.103629
1317398122900625944, 169.954564,117.934440,0.131772
1317398123108696938, 170.718224,118.064926,0.194097
1317398123316792965, 171.073643,118.167563,0.227423
1317398123420845032, 171.805187,118.372935,0.292246
1317398123628894091, 172.512819,118.625175,0.357420
1317398123732902050, 172.839598,118.789905,0.390211
1317398123940902948, 173.840653,119.247508,0.497895
1317398124044895887, 173.841397,119.296833,0.498614
1317398124252891064, 174.510936,119.712836,0.581307
1317398124356930971, 174.854267,119.992388,0.627916
1317398124460994959, 175.506892,120.522165,0.722271
1317398124669157028, 175.805053,120.843365,0.767498
1317398124773255110, 176.099507,121.188333,0.812885
1317398124981530905, 176.718516,121.904798,0.910439
1317398125189949036, 177.020115,122.357578,0.959700
1317398125294213057, 177.560893,123.194404,1.050935
1317398125502892971, 178.084975,124.175144,1.142050
1317398125607278109, 178.324632,124.764906,1.184507
1317398125711735964, 178.766785,125.913894,1.259186
1317398125920727968, 178.945372,126.526649,1.287220
1317398126025197983, 179.115567,127.161347,1.311708
1317398126234019995, 179.460145,128.502539,1.356626
1317398126338416100, 179.618789,129.261554,1.371996
1317398126547224998, 179.909881,130.724103,1.403166
1317398126756227016, 180.035232,131.465916,1.415034
1317398126860735893, 180.283849,133.032766,1.444994
1317398127069641113, 180.495132,134.656638,1.464374
1317398127174084902, 180.589975,135.462123,1.463734
1317398127278458118, 180.783480,137.162790,1.461832
1317398127487128019, 180.895880,138.078444,1.457626
1317398127591415882, 181.005656,138.925488,1.453349
1317398127799931049, 181.231662,140.719743,1.448859
1317398128008389950, 181.353588,141.593008,1.444500
1317398128112654924, 181.601401,143.425393,1.439676
1317398128321130037, 181.858133,145.258051,1.436158
1317398128425348997, 181.990877,146.128163,1.433551
1317398128529542923, 182.258147,147.958173,1.430777
1317398128737951994, 182.406104,148.907341,1.429048
1317398128842149973, 182.542969,149.769727,1.427900
1317398128946362019, 182.832423,151.688537,1.427734
1317398129050561905, 182.956402,152.459073,1.428094
1317398129258953094, 183.105609,153.409398,1.428788
1317398129363125086, 183.241203,154.270993,1.429830
1317398129571487904, 183.638127,156.982070,1.434168
1317398129779858112, 183.646498,156.955634,1.434534
1317398129884037971, 183.908717,158.781392,1.438401
1317398129988219976, 184.160984,160.587947,1.442710
1317398130092382908, 184.291007,161.508189,1.445933
1317398130196536064, 184.406471,162.336719,1.449231
1317398130404906034, 184.518583,163.160606,1.452808
1317398130509087086, 184.636349,164.057613,1.456440
1317398130613305092, 184.845051,165.776006,1.463406
1317398130821711063, 185.027224,167.363132,1.470326
1317398130925910950, 185.033697,167.319019,1.472891
1317398131030117035, 185.202619,168.927605,1.480886
1317398131238529921, 185.284745,169.719851,1.486603
1317398131342772007, 185.354318,170.419325,1.492302
1317398131447016954, 185.479241,171.878182,1.503411
1317398131551271915, 185.531608,172.512975,1.511390
1317398131759854078, 185.581101,173.192910,1.519285
1317398131864136934, 185.620102,173.784211,1.526727
1317398131968369961, 185.681627,175.005372,1.535929
1317398132176928043, 185.708285,175.579905,1.540333
1317398132281187057, 185.729197,176.078165,1.546247
1317398132385415077, 185.759001,177.116768,1.552393
1317398132593808889, 185.769876,177.560269,1.557431
1317398132697945118, 185.777246,178.042757,1.563632
1317398132802018881, 185.782517,178.983825,1.575187
1317398132906030893, 185.776376,179.401529,1.585964
1317398133010020971, 185.762871,179.817415,1.600017
1317398133114001036, 185.739213,180.274487,1.618962
1317398133321867943, 185.706184,180.679156,1.640374
1317398133425817966, 185.658506,181.122333,1.668011
1317398133529733896, 185.559490,181.932168,1.725375
1317398133633657932, 185.470111,182.349085,1.764479
1317398133841520071, 185.370035,182.717601,1.802787
1317398133945456028, 185.244338,183.118652,1.846844
1317398134049396992, 185.002588,183.852682,1.932304
1317398134153332949, 184.824989,184.220646,1.982973
1317398134361303091, 184.643726,184.540527,2.031257
1317398134465293884, 184.428899,184.884533,2.086352
1317398134569340944, 184.026592,185.511817,2.190241
1317398134673404932, 183.761501,185.809735,2.248682
1317398134777458906, 183.504118,186.060092,2.303169
1317398134985594034, 183.209083,186.322926,2.364270
1317398135089693069, 182.924515,186.541649,2.419745
1317398135193815947, 182.326646,187.010657,2.536937
1317398135297954082, 182.009273,187.177377,2.592936
1317398135402137041, 181.653554,187.345275,2.653559
1317398135506347895, 181.319976,187.475697,2.708026
1317398135610565901, 180.980040,187.589086,2.762432
1317398135819042921, 180.600471,187.698871,2.821147
1317398135923357010, 180.250059,187.776331,2.873012
1317398136027733088, 179.509708,187.944321,2.982145
1317398136132155895, 179.105741,187.976536,3.034441
1317398136236615896, 178.731742,187.987096,3.078380
1317398136341161013, 178.351974,187.984511,3.118161
1317398136445734024, 177.929410,187.970734,-3.126184
1317398136654798985, 177.538007,187.943740,-3.095830
1317398136759352922, 177.096873,187.905139,-3.066422
1317398136863847971, 176.225640,187.823856,-3.021462
1317398136968277931, 175.796407,187.758954,-3.006160
1317398137072676897, 175.308305,187.681825,-2.994353
1317398137177066088, 174.849432,187.605319,-2.984848
1317398137281471014, 174.376593,187.524002,-2.973610
1317398137385837078, 173.839211,187.428039,-2.960303
1317398137490205050, 173.332410,187.331951,-2.946778
1317398137594624996, 172.754746,187.216392,-2.933508
1317398137699071884, 172.212005,187.101955,-2.923475
1317398137803544998, 171.595470,186.967295,-2.912755
1317398137908030033, 171.020099,186.837085,-2.905516
1317398138012500048, 170.367514,186.685621,-2.901081
1317398138221441984, 169.755850,186.542804,-2.900342
1317398138325958967, 169.126905,186.396898,-2.900811
1317398138430478096, 167.755989,186.070620,-2.900885
1317398138534970999, 167.012126,185.899647,-2.906138
1317398138639441013, 166.317744,185.745739,-2.914998
1317398138743865013, 165.532066,185.578179,-2.927088
1317398138848251104, 164.800157,185.432912,-2.939105
1317398138952624083, 163.973911,185.277878,-2.952198
1317398139056974888, 163.205216,185.145397,-2.964318
1317398139265609980, 162.419876,185.019697,-2.976158
1317398139369888067, 161.535121,184.886949,-2.989731
1317398139474122047, 159.791249,184.634610,-3.013530
1317398139578353882, 158.950277,184.540495,-3.025389
1317398139682612896, 158.014302,184.444650,-3.037254
1317398139786819935, 157.158132,184.367519,-3.046854
1317398139890990019, 156.302469,184.297751,-3.056191
1317398139995177031, 155.356375,184.227277,-3.065243
1317398140099349022, 154.497871,184.171066,-3.071545
1317398140203514099, 153.550148,184.112967,-3.076095
1317398140307668924, 152.687326,184.063670,-3.078559
1317398140411854982, 151.738781,184.010086,-3.080116
1317398140516031027, 150.875426,183.962363,-3.080873
1317398140620212078, 150.010375,183.914299,-3.081600
1317398140724394083, 149.054727,183.860645,-3.082482
1317398140828545094, 148.185693,183.812188,-3.083174
1317398140932735920, 147.231346,183.758674,-3.083436
1317398141036926031, 145.468172,183.657699,-3.082979
1317398141245245934, 145.490912,183.660178,-3.082737
1317398141349438906, 144.528691,183.604156,-3.081894
1317398141453597069, 142.679747,183.493962,-3.079852
1317398141557770014, 141.815223,183.440503,-3.079277
1317398141661976099, 140.862683,183.380833,-3.077979
1317398141870485067, 139.995676,183.325170,-3.077132
1317398141974730968, 139.130729,183.268819,-3.076573
1317398142078988075, 137.287679,183.148333,-3.076103
1317398142183222055, 136.340398,183.085779,-3.076926
1317398142287451029, 135.481427,183.029852,-3.078242
1317398142495943069, 134.536481,182.969718,-3.080161
1317398142600184917, 133.680178,182.916910,-3.081279
1317398142704478025, 131.856936,182.806694,-3.083127
1317398142808726072, 131.010409,182.757137,-3.083409
1317398143017153978, 130.078691,182.702902,-3.084004
1317398143121376038, 128.353194,182.603570,-3.085133
1317398143329860926, 127.421583,182.551175,-3.085585
1317398143434103012, 126.573886,182.504029,-3.086115
1317398143538326979, 124.775030,182.404585,-3.086472
1317398143642571926, 123.843718,182.353754,-3.086570
1317398143851083994, 122.993917,182.307642,-3.087005
1317398143955313921, 122.138615,182.261696,-3.087447
1317398144059549093, 120.304365,182.163122,-3.089154
1317398144163778067, 119.355128,182.114186,-3.089681
1317398144372245073, 118.486435,182.069811,-3.090440
1317398144476476908, 117.524467,182.021126,-3.091162
1317398144580710888, 115.745110,181.931633,-3.092637
1317398144789186954, 114.776602,181.884241,-3.093363
1317398144893403053, 113.891558,181.841261,-3.092983
1317398144997612953, 111.992385,181.748238,-3.092662
1317398145205982924, 111.006061,181.698907,-3.090478
1317398145310180902, 110.106992,181.651442,-3.087086
1317398145414381027, 108.177155,181.544322,-3.078333
1317398145622823954, 107.271085,181.484718,-3.073357
1317398145727071047, 106.264130,181.413616,-3.067555
1317398145831325054, 104.395718,181.272865,-3.058023
1317398146039838076, 103.383583,181.185971,-3.054480
1317398146144033909, 102.458525,181.103383,-3.052838
1317398146248259068, 100.467709,180.924691,-3.051041
1317398146456727028, 99.436545,180.829741,-3.050103
1317398146560978889, 98.496504,180.742322,-3.049362
1317398146665222883, 96.487457,180.555415,-3.047657
1317398146873717070, 95.551494,180.466195,-3.047280
1317398146977935076, 94.521158,180.367825,-3.046977
1317398147186378956, 92.527287,180.177820,-3.046078
1317398147290607929, 91.599554,180.088248,-3.045966
1317398147499046087, 89.612763,179.897103,-3.045045
1317398147603254080, 88.688444,179.807069,-3.044909
1317398147811677933, 86.705469,179.614315,-3.044216
1317398147915858030, 85.687750,179.514549,-3.044862
