#time(s),x(m),y(m),theta(m)
1317354901630002744, 111.132071,-51.963048,1.614445
1317354901737632630, 111.105339,-52.640529,1.619129
1317354901842838297, 111.064924,-53.292591,1.624536
1317354901944541409, 111.020216,-53.957680,1.630480
1317354902048563778, 110.976458,-54.629561,1.636635
1317354902155547427, 110.937888,-55.298941,1.642109
1317354902259418060, 110.883602,-55.980696,1.646558
1317354902386806630, 110.837753,-56.668449,1.650422
1317354902481815841, 110.786866,-57.358631,1.653789
1317354902584574895, 110.718825,-58.063307,1.655918
1317354902676714291, 110.650734,-58.775601,1.657259
1317354902802517514, 110.591503,-59.498133,1.658837
1317354903001059751, 110.452702,-60.941663,1.660083
1317354903125337992, 110.374394,-61.673845,1.660140
1317354903234006920, 110.289648,-62.415108,1.660745
1317354903323610051, 110.221892,-63.162501,1.661414
1317354903429427093, 110.158573,-63.915073,1.661684
1317354903521658308, 110.087693,-64.677466,1.661598
1317354903637563415, 110.012826,-65.421364,1.661702
1317354903773011695, 109.944514,-66.156877,1.662612
1317354903867123644, 109.881197,-66.895065,1.664102
1317354903958883432, 109.812339,-67.636127,1.665742
1317354904063588765, 109.737819,-68.386799,1.667332
1317354904157936573, 109.654589,-69.131347,1.668816
1317354904261749790, 109.572307,-69.881004,1.670388
1317354904365954900, 109.498761,-70.629067,1.671363
1317354904481266152, 109.421339,-71.383571,1.672144
1317354904573680940, 109.339248,-72.159688,1.673118
1317354904682011721, 109.253095,-72.923026,1.674203
1317354904783715780, 109.160253,-73.694934,1.675019
1317354904898337067, 109.073175,-74.485121,1.675839
1317354904980763865, 108.990132,-75.273983,1.677057
1317354905096450915, 108.899708,-76.064941,1.678746
1317354905303284095, 108.717520,-77.642940,1.681754
1317354905427317898, 108.608184,-78.446341,1.682751
1317354905532253229, 108.506752,-79.253506,1.683241
1317354905629604808, 108.399655,-80.058439,1.683826
1317354905733830912, 108.295683,-80.884793,1.683591
1317354905835249441, 108.185175,-81.722079,1.683390
1317354905936491522, 108.079028,-82.552448,1.683146
1317354906026686366, 107.976194,-83.383560,1.682472
1317354906148364670, 107.877105,-84.230651,1.681105
1317354906254498171, 107.768873,-85.082982,1.679734
1317354906356035523, 107.668201,-85.934618,1.678487
1317354906478317006, 107.569923,-86.777438,1.677172
1317354906563832913, 107.469320,-87.617260,1.675819
1317354906652192836, 107.377817,-88.468260,1.674573
1317354906762095215, 107.276129,-89.324749,1.673479
1317354906874697525, 107.182293,-90.190548,1.672189
1317354906946104237, 107.090818,-91.059545,1.671455
1317354907077628786, 106.993554,-91.931402,1.671101
1317354907181916578, 106.902808,-92.790436,1.670531
1317354907397422621, 106.712796,-94.530129,1.669576
1317354907494800723, 106.619813,-95.402299,1.668953
1317354907596125692, 106.530853,-96.251027,1.668489
1317354907677363445, 106.436991,-97.105054,1.667721
1317354907795746031, 106.351362,-97.963444,1.667193
1317354907886901226, 106.276565,-98.834752,1.666779
1317354907989089426, 106.199888,-99.690482,1.667212
1317354908117654299, 106.119597,-100.532885,1.668040
1317354908216896827, 106.037024,-101.359356,1.668940
1317354908316608967, 105.954796,-102.191902,1.669462
1317354908441601195, 105.863586,-103.021911,1.669776
1317354908548738183, 105.780108,-103.854569,1.670141
1317354908670793969, 105.689020,-104.681981,1.670693
1317354908753950083, 105.603245,-105.507073,1.671149
1317354908856035110, 105.522064,-106.324559,1.671771
1317354908965867065, 105.437581,-107.140760,1.672868
1317354909067356539, 105.352820,-107.939789,1.674647
1317354909151785270, 105.263882,-108.737100,1.676974
1317354909243076541, 105.172162,-109.518517,1.679508
1317354909367564176, 105.081847,-110.304381,1.681900
1317354909464683471, 104.991853,-111.079944,1.684568
1317354909566370025, 104.891150,-111.854167,1.686598
1317354909657633708, 104.785323,-112.621881,1.688564
1317354909761807023, 104.693988,-113.398002,1.690116
1317354909890880919, 104.599224,-114.167761,1.691642
1317354909972107663, 104.487538,-114.935900,1.693697
1317354910097773491, 104.381167,-115.704299,1.696103
1317354910178928719, 104.276294,-116.469112,1.698281
1317354910307744470, 104.164338,-117.228957,1.699561
1317354910429249062, 104.052337,-117.984830,1.701055
1317354910516090096, 103.947755,-118.730485,1.703125
1317354910621248581, 103.827461,-119.477498,1.705002
1317354910804054470, 103.591321,-120.962468,1.707973
1317354910933559831, 103.480732,-121.693793,1.710050
1317354911038530366, 103.366955,-122.428847,1.711792
1317354911141230323, 103.245029,-123.161705,1.714934
1317354911235694702, 103.121243,-123.884345,1.718818
1317354911341427823, 102.991320,-124.611214,1.723403
1317354911444538551, 102.859042,-125.324100,1.729680
1317354911558876794, 102.724793,-126.037044,1.737027
1317354911652172617, 102.574830,-126.734893,1.744963
1317354911774527316, 102.414967,-127.440544,1.753107
1317354911835218941, 102.249140,-128.145241,1.760652
1317354911941262159, 102.065577,-128.843114,1.767413
1317354912055927240, 101.871230,-129.533532,1.773336
1317354912173607601, 101.670696,-130.225056,1.778711
1317354912264697772, 101.462455,-130.928393,1.783245
1317354912367798983, 101.258015,-131.628997,1.786685
1317354912487978611, 101.044226,-132.307810,1.789299
1317354912603693459, 100.826479,-132.993223,1.790306
1317354912705792130, 100.611986,-133.674750,1.790979
1317354912786757761, 100.401225,-134.354308,1.791497
1317354912889908474, 100.194531,-135.011921,1.791147
1317354912992898961, 100.001961,-135.666032,1.790614
1317354913205002650, 99.606651,-136.978974,1.788822
1317354913309970046, 99.405349,-137.631910,1.787907
1317354913412178049, 99.216414,-138.286511,1.786983
1317354913537876630, 99.025173,-138.933416,1.785504
1317354913643545793, 98.843687,-139.568727,1.782879
1317354913724832701, 98.662793,-140.198847,1.779852
1317354913843117087, 98.494552,-140.824882,1.776585
1317354913967063397, 98.327061,-141.451611,1.773732
1317354914058519639, 98.158851,-142.073215,1.771400
1317354914153519095, 98.004654,-142.695425,1.769008
1317354914257181474, 97.840215,-143.309363,1.766646
1317354914364524698, 97.676773,-143.923509,1.764500
1317354914476171922, 97.530046,-144.530995,1.762395
1317354914557747722, 97.399425,-145.129429,1.760012
1317354914675629513, 97.255316,-145.705341,1.757252
1317354914766800169, 97.113334,-146.289932,1.753690
1317354914868047793, 96.983173,-146.879926,1.749584
1317354914976301456, 96.873996,-147.470931,1.744204
1317354915093717827, 96.768264,-148.049733,1.737334
1317354915185356716, 96.665854,-148.629183,1.729565
1317354915301841235, 96.569185,-149.214159,1.720472
1317354915382975757, 96.481325,-149.794677,1.710197
1317354915495695235, 96.421840,-150.372854,1.697337
1317354915598753659, 96.368386,-150.934885,1.682135
1317354915725144812, 96.333692,-151.500332,1.664453
1317354915822218744, 96.307196,-152.059934,1.645897
1317354915913896101, 96.291690,-152.616913,1.627139
1317354916031712893, 96.285138,-153.167010,1.608530
1317354916133619436, 96.281456,-153.716841,1.592831
1317354916235075668, 96.281539,-154.269768,1.581837
1317354916326525259, 96.278221,-154.812307,1.576916
1317354916431790375, 96.264576,-155.359689,1.579685
1317354916536092511, 96.247383,-155.904715,1.589991
1317354916643181101, 96.227014,-156.441194,1.602679
1317354916746620053, 96.205529,-156.972105,1.614953
1317354916861462606, 96.171691,-157.510921,1.626043
1317354916952660516, 96.123682,-158.044006,1.637514
1317354917056518178, 96.084960,-158.568744,1.650486
1317354917165817465, 96.032869,-159.084100,1.664593
1317354917258393315, 95.965772,-159.598082,1.677444
1317354917373324107, 95.897686,-160.105294,1.688933
1317354917465095916, 95.822381,-160.618125,1.699859
1317354917580587363, 95.744191,-161.132238,1.709924
1317354917665907938, 95.658484,-161.629631,1.719108
1317354917768293155, 95.561576,-162.127244,1.727137
1317354917864541630, 95.464013,-162.622369,1.734121
1317354917976569598, 95.371490,-163.114359,1.739675
1317354918082897897, 95.272218,-163.597200,1.743429
1317354918185119597, 95.172285,-164.088857,1.745711
1317354918291837023, 95.071255,-164.567626,1.747271
1317354918393549021, 94.975531,-165.029314,1.747801
1317354918498505683, 94.861388,-165.499456,1.748355
1317354918614741594, 94.750139,-165.963242,1.750222
1317354918716362233, 94.636775,-166.430711,1.751923
1317354918821754908, 94.521302,-166.906683,1.754345
1317354918926134685, 94.408135,-167.385058,1.757771
1317354919029723502, 94.291547,-167.874327,1.761140
1317354919138038990, 94.164502,-168.377745,1.764531
1317354919239391398, 94.030148,-168.890446,1.768101
1317354919353816764, 93.890301,-169.413888,1.771678
1317354919449008594, 93.751357,-169.938340,1.775186
1317354919553855064, 93.610576,-170.469893,1.778587
1317354919701262588, 93.450262,-171.003213,1.781668
1317354919772306493, 93.293166,-171.536152,1.784394
1317354919876084569, 93.143573,-172.085208,1.786784
1317354919992715544, 92.968998,-172.646949,1.788907
1317354920084063114, 92.806390,-173.215614,1.790592
1317354920187757580, 92.635170,-173.768830,1.792183
1317354920308797250, 92.462488,-174.314380,1.793250
1317354920430633889, 92.300222,-174.873522,1.793977
1317354920512103098, 92.130623,-175.427301,1.793891
1317354920626000780, 91.962951,-175.976553,1.793507
1317354920733961025, 91.794279,-176.535594,1.792893
1317354920815371307, 91.632338,-177.084143,1.791614
1317354920927930568, 91.476948,-177.622083,1.790276
1317354921033008940, 91.321295,-178.169019,1.788792
1317354921148044465, 91.160908,-178.710137,1.787103
1317354921243277152, 91.010579,-179.243238,1.785057
1317354921365593125, 90.865408,-179.757025,1.782771
1317354921464328715, 90.732233,-180.263005,1.780574
1317354921576915534, 90.601145,-180.756068,1.778173
1317354921674109955, 90.479334,-181.242587,1.775288
1317354921784017137, 90.354210,-181.704996,1.771798
1317354921888595818, 90.239287,-182.152691,1.767520
1317354922005650813, 90.135331,-182.596447,1.762014
1317354922119669933, 90.045531,-183.022643,1.755032
1317354922212307373, 89.961361,-183.437552,1.746214
1317354922313793830, 89.889096,-183.847814,1.735658
1317354922407179455, 89.825546,-184.257499,1.722506
1317354922524707415, 89.767541,-184.662215,1.706081
1317354922626112973, 89.730798,-185.068474,1.686677
1317354922711175341, 89.705373,-185.471260,1.664036
1317354922824818646, 89.703391,-185.875283,1.638114
1317354922938624847, 89.717282,-186.261555,1.609818
1317354923044444065, 89.734030,-186.643633,1.579837
1317354923160025063, 89.770051,-187.023881,1.548662
1317354923261185997, 89.810097,-187.418782,1.514868
1317354923333987371, 89.860707,-187.798223,1.478479
1317354923447695397, 89.925084,-188.178193,1.438476
1317354923563598178, 90.007477,-188.557162,1.393829
1317354923688862803, 90.097903,-188.932239,1.344085
1317354923790392866, 90.212206,-189.300169,1.288238
1317354923877771600, 90.342642,-189.680288,1.226160
1317354923961464255, 90.494879,-190.061497,1.157498
1317354924064709014, 90.669190,-190.441953,1.082350
1317354924166345539, 90.863832,-190.818583,1.001198
1317354924277762241, 91.066413,-191.187448,0.915200
1317354924376197296, 91.288173,-191.562514,0.829613
1317354924482197747, 91.531147,-191.938430,0.743866
1317354924604565758, 91.790916,-192.306212,0.660083
1317354924685486916, 92.095683,-192.667556,0.582531
1317354924781293734, 92.429274,-193.019175,0.509025
1317354924883926842, 92.792174,-193.370245,0.441385
1317354924995406964, 93.177881,-193.713160,0.380642
1317354925105548579, 93.588603,-194.053588,0.327041
1317354925217857942, 94.020118,-194.380207,0.279776
1317354925311807173, 94.475750,-194.695743,0.239850
1317354925434168569, 94.957490,-194.993893,0.206066
1317354925534157042, 95.464612,-195.282447,0.178185
1317354925635711644, 96.000752,-195.562111,0.155237
1317354925727355527, 96.561209,-195.829658,0.136472
1317354925837801450, 97.140459,-196.093124,0.121322
1317354925948119805, 97.739349,-196.359326,0.109539
1317354926050768603, 98.369073,-196.637634,0.099695
1317354926144142034, 99.027713,-196.929428,0.090757
1317354926250607849, 99.696951,-197.209221,0.082482
1317354926345765234, 100.389325,-197.479243,0.074689
1317354926468734023, 101.105340,-197.734817,0.067396
1317354926573444783, 101.835988,-197.991623,0.060950
1317354926677512216, 102.587081,-198.233848,0.055746
1317354926767855698, 103.348991,-198.463276,0.052469
1317354926896363295, 104.118494,-198.703544,0.050929
1317354926981788313, 104.908787,-198.944587,0.050359
1317354927191971860, 106.529095,-199.449448,0.050211
1317354927294967972, 107.346964,-199.706420,0.050240
1317354927398753917, 108.184641,-199.963580,0.050259
1317354927480256819, 109.033251,-200.233451,0.050411
1317354927632713989, 109.886693,-200.505738,0.050723
1317354927733834430, 110.751920,-200.784687,0.051009
1317354927835296024, 111.622494,-201.062906,0.051350
1317354927931817989, 112.490264,-201.339440,0.051421
1317354928027349298, 113.364082,-201.623483,0.051568
1317354928141111313, 114.237498,-201.908033,0.051707
1317354928235434532, 115.112645,-202.188985,0.051803
1317354928340476909, 115.981715,-202.471702,0.051839
1317354928454415766, 116.844794,-202.753804,0.051876
1317354928556641797, 117.709115,-203.032990,0.051781
1317354928627477626, 118.584776,-203.314283,0.051698
1317354928757336129, 119.458168,-203.596073,0.051511
1317354928871206820, 120.329940,-203.879163,0.051152
1317354928973844805, 121.204242,-204.153926,0.050812
1317354929098842673, 122.082545,-204.435744,0.050396
1317354929195013227, 122.963692,-204.707821,0.050001
1317354929287332092, 123.838154,-204.983146,0.049543
1317354929393100493, 124.710496,-205.255962,0.049000
1317354929495919496, 125.579583,-205.525604,0.048550
1317354929607819434, 126.448152,-205.800533,0.048026
1317354929706344684, 127.327128,-206.074218,0.047548
1317354929818738670, 128.203119,-206.340015,0.046974
1317354929910471277, 129.064298,-206.611816,0.046401
1317354930018591209, 129.919229,-206.870053,0.045837
1317354930110569137, 130.783740,-207.126202,0.045181
1317354930234621593, 131.627078,-207.382625,0.044633
1317354930345900149, 132.469661,-207.629433,0.044003
1317354930454257286, 133.298783,-207.875328,0.043238
1317354930556438643, 134.119671,-208.114476,0.042540
1317354930673305977, 134.927098,-208.346799,0.041794
1317354930764304112, 135.711167,-208.569798,0.040991
1317354930871209513, 136.479621,-208.785829,0.040251
1317354930953250130, 137.241719,-208.993569,0.039461
1317354931044640828, 137.988466,-209.194934,0.038669
1317354931158954795, 138.720779,-209.394399,0.037826
1317354931266849494, 139.426880,-209.581797,0.036599
1317354931373375490, 140.103741,-209.757612,0.035376
1317354931484836775, 140.761559,-209.927467,0.034288
1317354931576356070, 141.407052,-210.088685,0.033256
1317354931684131447, 142.019449,-210.242718,0.032371
1317354931900521441, 143.164313,-210.524782,0.031715
1317354932002914396, 143.703123,-210.655806,0.031345
1317354932108203045, 144.215035,-210.779483,0.030943
1317354932234423916, 144.716957,-210.906316,0.030778
1317354932347147289, 145.203861,-211.022300,0.030617
1317354932453861896, 145.673860,-211.135397,0.030174
1317354932559204616, 146.140035,-211.243867,0.029506
1317354932662684949, 146.602018,-211.352690,0.028526
1317354932764060296, 147.062539,-211.452060,0.027023
1317354932868777734, 147.526839,-211.549919,0.024735
1317354932986934264, 147.980191,-211.628974,0.021764
1317354933122828443, 148.441019,-211.694881,0.018150
1317354933244482143, 148.894189,-211.739171,0.014204
1317354933341259337, 149.343327,-211.774834,0.010134
1317354933452845897, 149.789817,-211.794366,0.006378
1317354933574655784, 150.223410,-211.798207,0.003203
1317354933712502984, 150.658476,-211.790297,0.001011
1317354933824604980, 151.080703,-211.765833,0.000115
1317354933928188607, 151.502696,-211.710605,0.000790
1317354934035809650, 151.913843,-211.633981,0.003374
1317354934127411448, 152.324064,-211.542201,0.008117
1317354934241878361, 152.732368,-211.429779,0.015452
1317354934346947752, 153.109470,-211.292640,0.025815
1317354934448992342, 153.485723,-211.148142,0.039636
1317354934555147638, 153.855609,-210.994562,0.057594
1317354934656884661, 154.206770,-210.815960,0.079491
1317354934763009806, 154.547792,-210.608940,0.106216
1317354934876883254, 154.864752,-210.386750,0.138709
1317354934968587816, 155.164673,-210.152632,0.176994
1317354935065509172, 155.446730,-209.900037,0.221825
1317354935166957509, 155.726899,-209.636971,0.274580
1317354935273507464, 155.991951,-209.363972,0.335164
1317354935366627700, 156.236714,-209.081654,0.403509
1317354935469277935, 156.453425,-208.780047,0.480084
1317354935586264684, 156.654271,-208.467488,0.564834
1317354935699161056, 156.832742,-208.146006,0.655228
1317354935806090466, 156.990890,-207.818640,0.749903
1317354935887017178, 157.119269,-207.482596,0.847839
1317354935988588263, 157.235182,-207.148171,0.945415
1317354936083322173, 157.343692,-206.808561,1.038781
1317354936177240451, 157.424652,-206.461911,1.123792
1317354936273949709, 157.503343,-206.109007,1.198718
1317354936377072844, 157.566659,-205.760036,1.261915
1317354936483688163, 157.627809,-205.392127,1.315001
1317354936588394894, 157.688332,-205.016165,1.359638
1317354936671858189, 157.753905,-204.629408,1.394658
1317354936753783942, 157.775226,-204.222969,1.424446
1317354936849765073, 157.793383,-203.805260,1.449220
1317354936954131484, 157.818978,-203.381571,1.467625
1317354937036845245, 157.849826,-202.925205,1.483887
1317354937139944625, 157.869709,-202.456045,1.502021
1317354937248037312, 157.894772,-201.968713,1.520686
1317354937341509052, 157.907561,-201.471196,1.539890
1317354937454081038, 157.909202,-200.946976,1.557363
1317354937558530156, 157.895271,-200.390037,1.572480
1317354937673404689, 157.870446,-199.821506,1.586061
1317354937791872595, 157.841042,-199.250010,1.597618
1317354937900971992, 157.810179,-198.657955,1.605196
1317354938005957467, 157.789350,-198.041514,1.610311
1317354938104641116, 157.752048,-197.407719,1.613837
1317354938209034500, 157.706404,-196.740513,1.616289
1317354938316527350, 157.654230,-196.063663,1.617153
1317354938440768435, 157.616971,-195.374970,1.615983
1317354938563685815, 157.587648,-194.668081,1.610959
1317354938667135428, 157.557932,-193.942173,1.603476
1317354938775741757, 157.532032,-193.195763,1.594538
1317354938896362655, 157.518703,-192.427919,1.585048
1317354938991814616, 157.514197,-191.639891,1.575383
1317354939074558024, 157.501544,-190.847172,1.565488
1317354939178195093, 157.511829,-190.028815,1.555163
1317354939259432855, 157.528285,-189.189361,1.544547
1317354939356738033, 157.554301,-188.331084,1.533262
1317354939447766493, 157.590529,-187.460058,1.522054
1317354939554483737, 157.625843,-186.577477,1.511255
1317354939649303875, 157.675705,-185.687295,1.501481
1317354939741476616, 157.740687,-184.810317,1.491735
1317354939833665694, 157.808080,-183.914208,1.482685
1317354939911537572, 157.877475,-183.021333,1.475495
1317354940034786851, 157.961335,-182.137579,1.470489
1317354940115995572, 158.044794,-181.250212,1.467993
1317354940238174782, 158.124107,-180.363291,1.466114
1317354940333841536, 158.203674,-179.476985,1.464352
