#time(s),x(m),y(m),theta(m)
1317354893335376558, -20.898357,102.503882,0.294209
1317354893449172197, -20.943587,102.891899,0.352221
1317354893542485735, -20.980072,103.310494,0.417230
1317354893656433016, -21.001135,103.687671,0.488673
1317354893747694126, -21.010255,104.097097,0.568510
1317354893873351094, -21.005149,104.466736,0.656417
1317354893958046060, -20.983371,104.866765,0.749934
1317354894073379249, -20.951820,105.225972,0.848655
1317354894167262635, -20.908010,105.580306,0.948500
1317354894274458101, -20.841308,105.964076,1.044605
1317354894376052910, -20.761525,106.306186,1.135269
1317354894479171573, -20.657566,106.674395,1.216146
1317354894596701831, -20.546817,107.001337,1.284287
1317354894688367832, -20.408885,107.355298,1.339355
1317354894783677101, -20.269200,107.674081,1.383852
1317354894886110770, -20.096554,108.022581,1.421412
1317354894998193843, -19.922081,108.333232,1.454072
1317354895092220962, -19.729816,108.633937,1.482521
1317354895196568521, -19.493117,108.952011,1.508909
1317354895394464566, -19.260365,109.233895,1.550918
1317354895506993682, -18.983816,109.532727,1.565489
1317354895612100606, -18.714100,109.790782,1.577067
1317354895727709838, -18.397269,110.060833,1.584065
1317354895821297181, -18.093622,110.295942,1.587231
1317354895915105680, -17.773253,110.517890,1.586930
1317354896037095931, -17.401625,110.746413,1.585117
1317354896119186939, -17.044140,110.939479,1.583332
1317354896246233112, -16.629263,111.131831,1.582446
1317354896338218105, -16.232740,111.289805,1.581655
1317354896433255887, -15.778899,111.455160,1.581048
1317354896524696385, -15.348965,111.602207,1.580294
1317354896630503499, -14.900132,111.744481,1.579705
1317354896735212507, -14.385630,111.891311,1.579942
1317354896838870410, -13.896401,112.012274,1.580813
1317354896956757208, -13.387896,112.119727,1.581842
1317354897068799850, -12.805042,112.228876,1.583107
1317354897182927035, -12.256138,112.330833,1.584162
1317354897275526888, -11.629262,112.441545,1.585717
1317354897372378783, -11.039550,112.533006,1.586742
1317354897485306635, -10.429192,112.617258,1.587474
1317354897586615830, -9.741191,112.715199,1.588707
1317354897667687995, -9.098819,112.810331,1.589961
1317354897806317588, -8.375369,112.922936,1.591000
1317354897903373814, -7.701970,113.023507,1.591125
1317354898007823008, -7.014354,113.126034,1.591464
1317354898119690592, -6.242490,113.241639,1.591249
1317354898224367979, -5.527077,113.355095,1.590379
1317354898327426099, -4.727990,113.480264,1.589594
1317354898422020107, -3.992505,113.594337,1.589202
1317354898529265211, -3.252413,113.708079,1.588237
1317354898641745404, -2.430335,113.831317,1.587322
1317354898728995843, -1.673428,113.941837,1.586517
1317354898847152607, -0.831784,114.062671,1.586910
1317354898965013311, -0.058707,114.177456,1.587935
1317354899046902074, 0.720433,114.294052,1.589699
1317354899152070108, 1.583854,114.423236,1.591771
1317354899259565600, 2.373283,114.542664,1.593501
1317354899382977083, 3.246367,114.679170,1.595343
1317354899477958431, 4.041121,114.806454,1.596869
1317354899580700036, 4.916921,114.938771,1.598865
1317354899665111141, 5.714574,115.063031,1.600646
1317354899786831857, 6.509620,115.186072,1.602515
1317354899882025156, 7.379255,115.315577,1.603381
1317354899997331682, 8.166865,115.427841,1.604268
1317354900091077989, 9.030892,115.553531,1.605552
1317354900186615381, 9.816608,115.667700,1.606695
1317354900308486104, 10.600170,115.781336,1.607663
1317354900415684327, 11.454598,115.905229,1.608653
1317354900518244510, 12.227447,116.020209,1.609215
1317354900643000069, 13.073373,116.147837,1.609371
1317354900736947916, 13.839994,116.262571,1.609645
1317354900851382193, 14.679191,116.385905,1.609581
1317354900936379919, 15.438970,116.498488,1.609598
1317354901048033764, 16.195119,116.610945,1.609622
1317354901134258548, 17.024577,116.733467,1.609930
1317354901215905525, 17.775040,116.842646,1.610296
1317354901341622629, 18.592264,116.956995,1.610059
1317354901437330229, 19.332406,117.058587,1.610219
1317354901528844686, 20.142800,117.164799,1.611329
1317354901630002744, 20.876602,117.259832,1.614445
1317354901737632630, 21.606140,117.353017,1.619129
1317354901842838297, 22.404177,117.457302,1.624536
1317354901944541409, 23.117330,117.551771,1.630480
1317354902048563778, 23.883965,117.651930,1.636635
1317354902155547427, 24.563724,117.741095,1.642109
1317354902259418060, 25.303732,117.837158,1.646558
1317354902386806630, 25.971517,117.922353,1.650422
1317354902481815841, 26.636228,118.008614,1.653789
1317354902584574895, 27.364669,118.102433,1.655918
1317354902676714291, 28.024348,118.184793,1.657259
1317354902802517514, 28.747768,118.276174,1.658837
1317354903001059751, 29.398402,118.361106,1.660083
1317354903125337992, 30.110392,118.454016,1.660140
1317354903234006920, 30.754360,118.533715,1.660745
1317354903323610051, 31.395228,118.612370,1.661414
1317354903429427093, 32.096078,118.702545,1.661684
1317354903521658308, 32.731003,118.784359,1.661598
1317354903637563415, 33.427356,118.862992,1.661702
1317354903773011695, 34.064065,118.928190,1.662612
1317354903867123644, 34.769242,119.001188,1.664102
1317354903958883432, 35.415638,119.065472,1.665742
1317354904063588765, 36.065379,119.121827,1.667332
1317354904157936573, 36.784530,119.178159,1.668816
1317354904261749790, 37.445148,119.229909,1.670388
1317354904365954900, 38.183206,119.283804,1.671363
1317354904481266152, 38.862246,119.330069,1.672144
1317354904573680940, 39.625129,119.386116,1.673118
1317354904682011721, 40.323345,119.436957,1.674203
1317354904783715780, 41.026751,119.483572,1.675019
1317354904898337067, 41.808356,119.530920,1.675839
1317354904980763865, 42.522782,119.571996,1.677057
1317354905096450915, 43.313117,119.621775,1.678746
1317354905303284095, 44.032183,119.670297,1.681754
1317354905427317898, 44.751775,119.717205,1.682751
1317354905532253229, 45.540372,119.775701,1.683241
1317354905629604808, 46.256300,119.839583,1.683826
1317354905733830912, 47.040522,119.902582,1.683591
1317354905835249441, 47.753761,119.960070,1.683390
1317354905936491522, 48.537607,120.013508,1.683146
1317354906026686366, 49.256898,120.060228,1.682472
1317354906148364670, 49.979059,120.106097,1.681105
1317354906254498171, 50.777790,120.157695,1.679734
1317354906356035523, 51.506341,120.200649,1.678487
1317354906478317006, 52.313357,120.250003,1.677172
1317354906563832913, 53.049616,120.294367,1.675819
1317354906652192836, 53.865639,120.341776,1.674573
1317354906762095215, 54.612973,120.381468,1.673479
1317354906874697525, 55.365655,120.423185,1.672189
1317354906946104237, 56.199408,120.465759,1.671455
1317354907077628786, 56.961192,120.501379,1.671101
1317354907181916578, 57.806058,120.542952,1.670531
1317354907397422621, 58.579182,120.576856,1.669576
1317354907494800723, 59.435184,120.609831,1.668953
1317354907596125692, 60.219454,120.640879,1.668489
1317354907677363445, 61.009088,120.671592,1.667721
1317354907795746031, 61.884745,120.702372,1.667193
1317354907886901226, 62.686023,120.734713,1.666779
1317354907989089426, 63.571700,120.772463,1.667212
1317354908117654299, 64.381317,120.806127,1.668040
1317354908216896827, 65.276766,120.842254,1.668940
1317354908316608967, 66.094212,120.876863,1.669462
1317354908441601195, 66.912896,120.914093,1.669776
1317354908548738183, 67.814313,120.955664,1.670141
1317354908670793969, 68.635970,120.993832,1.670693
1317354908753950083, 69.542652,121.042461,1.671149
1317354908856035110, 70.370528,121.087054,1.671771
1317354908965867065, 71.284157,121.136448,1.672868
1317354909067356539, 72.115438,121.181165,1.674647
1317354909151785270, 72.946103,121.226199,1.676974
1317354909243076541, 73.860415,121.276719,1.679508
1317354909367564176, 74.691233,121.321968,1.681900
1317354909464683471, 75.603629,121.369453,1.684568
1317354909566370025, 76.430014,121.414777,1.686598
1317354909657633708, 77.336239,121.463450,1.688564
1317354909761807023, 78.158070,121.509825,1.690116
1317354909890880919, 78.977264,121.558620,1.691642
1317354909972107663, 79.874757,121.614280,1.693697
1317354910097773491, 80.685211,121.664659,1.696103
1317354910178928719, 81.571784,121.719584,1.698281
1317354910307744470, 82.373716,121.766447,1.699561
1317354910429249062, 83.172470,121.811629,1.701055
1317354910516090096, 84.046416,121.858790,1.703125
1317354910621248581, 84.836189,121.901467,1.705002
1317354910804054470, 85.699181,121.946656,1.707973
1317354910933559831, 86.479180,121.988115,1.710050
1317354911038530366, 87.332247,122.034571,1.711792
1317354911141230323, 88.102746,122.076543,1.714934
1317354911235694702, 88.867784,122.116268,1.718818
1317354911341427823, 89.703189,122.157255,1.723403
1317354911444538551, 90.459117,122.193026,1.729680
1317354911558876794, 91.286440,122.229337,1.737027
1317354911652172617, 92.035076,122.259336,1.744963
1317354911774527316, 92.855344,122.289313,1.753107
1317354911835218941, 93.597177,122.317301,1.760652
1317354911941262159, 94.335592,122.343180,1.767413
1317354912055927240, 95.147921,122.364483,1.773336
1317354912173607601, 95.885565,122.379781,1.778711
1317354912264697772, 96.695728,122.400962,1.783245
1317354912367798983, 97.427976,122.416069,1.786685
1317354912487978611, 98.230667,122.426175,1.789299
1317354912603693459, 98.956898,122.439618,1.790306
1317354912705792130, 99.680760,122.453483,1.790979
1317354912786757761, 100.472736,122.462494,1.791497
1317354912889908474, 101.190437,122.470182,1.791147
1317354912992898961, 101.977687,122.481654,1.790614
1317354913205002650, 102.690646,122.484795,1.788822
1317354913309970046, 103.474058,122.482875,1.787907
1317354913412178049, 104.183470,122.478695,1.786983
1317354913537876630, 104.889971,122.473235,1.785504
1317354913643545793, 105.663870,122.463088,1.782879
1317354913724832701, 106.365542,122.448020,1.779852
1317354913843117087, 107.135098,122.420591,1.776585
1317354913967063397, 107.833079,122.388266,1.773732
1317354914058519639, 108.598213,122.340504,1.771400
1317354914153519095, 109.292236,122.288726,1.769008
1317354914257181474, 109.984023,122.228853,1.766646
1317354914364524698, 110.741833,122.152221,1.764500
1317354914476171922, 111.427720,122.074348,1.762395
1317354914557747722, 112.178385,121.987913,1.760012
1317354914675629513, 112.858638,121.903746,1.757252
1317354914766800169, 113.601706,121.802094,1.753690
1317354914868047793, 114.272181,121.706369,1.749584
1317354914976301456, 114.940180,121.616455,1.744204
1317354915093717827, 115.667594,121.516559,1.737334
1317354915185356716, 116.325461,121.428558,1.729565
1317354915301841235, 117.045536,121.330933,1.720472
1317354915382975757, 117.695378,121.241734,1.710197
1317354915495695235, 118.404237,121.144621,1.697337
1317354915598753659, 119.043189,121.062692,1.682135
1317354915725144812, 119.676626,120.981308,1.664453
1317354915822218744, 120.368000,120.890726,1.645897
1317354915913896101, 120.991674,120.812495,1.627139
1317354916031712893, 121.672571,120.729318,1.608530
1317354916133619436, 122.286673,120.658822,1.592831
1317354916235075668, 122.895987,120.592458,1.581837
1317354916326525259, 123.561859,120.523177,1.576916
1317354916431790375, 124.163971,120.459663,1.579685
1317354916536092511, 124.820016,120.393423,1.589991
1317354916643181101, 125.410797,120.338891,1.602679
1317354916746620053, 125.996103,120.289783,1.614953
1317354916861462606, 126.632665,120.238701,1.626043
1317354916952660516, 127.206884,120.192993,1.637514
1317354917056518178, 127.834033,120.150101,1.650486
1317354917165817465, 128.399809,120.117468,1.664593
1317354917258393315, 129.017699,120.081134,1.677444
1317354917373324107, 129.574872,120.052959,1.688933
1317354917465095916, 130.128538,120.033070,1.699859
1317354917580587363, 130.733842,120.021157,1.709924
1317354917665907938, 131.281567,120.018053,1.719108
1317354917768293155, 131.879679,120.020400,1.727137
1317354917864541630, 132.419644,120.037453,1.734121
1317354917976569598, 132.955017,120.067975,1.739675
1317354918082897897, 133.540833,120.116513,1.743429
1317354918185119597, 134.070357,120.170501,1.745711
1317354918291837023, 134.650560,120.245009,1.747271
1317354918393549021, 135.175590,120.323754,1.747801
1317354918498505683, 135.751646,120.420758,1.748355
1317354918614741594, 136.273968,120.510900,1.750222
1317354918716362233, 136.795613,120.595670,1.751923
1317354918821754908, 137.368604,120.681501,1.754345
1317354918926134685, 137.886089,120.747317,1.757771
1317354919029723502, 138.452435,120.813135,1.761140
1317354919138038990, 138.963845,120.868331,1.764531
1317354919239391398, 139.523737,120.924281,1.768101
1317354919353816764, 140.028923,120.963524,1.771678
1317354919449008594, 140.581504,120.993040,1.775186
1317354919553855064, 141.081277,121.010702,1.778587
1317354919701262588, 141.627462,121.025246,1.781668
1317354919772306493, 142.119036,121.031982,1.784394
1317354919876084569, 142.605569,121.033547,1.786784
1317354919992715544, 143.135554,121.023287,1.788907
1317354920084063114, 143.614297,121.007505,1.790592
1317354920187757580, 144.136941,120.987870,1.792183
1317354920308797250, 144.607040,120.967142,1.793250
1317354920430633889, 145.073990,120.950753,1.793977
1317354920512103098, 145.587274,120.929187,1.793891
1317354920626000780, 146.049192,120.908015,1.793507
1317354920733961025, 146.555107,120.881572,1.792893
1317354920815371307, 147.012181,120.864332,1.791614
1317354920927930568, 147.520418,120.834531,1.790276
1317354921033008940, 147.989176,120.809490,1.788792
1317354921148044465, 148.467247,120.782941,1.787103
1317354921243277152, 149.001974,120.749021,1.785057
1317354921365593125, 149.494909,120.710185,1.782771
1317354921464328715, 150.045797,120.662153,1.780574
1317354921576915534, 150.556696,120.617812,1.778173
1317354921674109955, 151.126481,120.566084,1.775288
1317354921784017137, 151.651675,120.512114,1.771798
1317354921888595818, 152.181071,120.453533,1.767520
1317354922005650813, 152.768613,120.386259,1.762014
1317354922119669933, 153.307871,120.325383,1.755032
1317354922212307373, 153.905779,120.256842,1.746214
1317354922313793830, 154.452773,120.187929,1.735658
1317354922407179455, 155.051870,120.104674,1.722506
1317354922524707415, 155.598661,120.028072,1.706081
1317354922626112973, 156.144446,119.955398,1.686677
1317354922711175341, 156.743493,119.872442,1.664036
1317354922824818646, 157.284569,119.796050,1.638114
1317354922938624847, 157.879215,119.714710,1.609818
1317354923044444065, 158.416046,119.642499,1.579837
1317354923160025063, 158.950730,119.572324,1.548662
1317354923261185997, 159.535307,119.496824,1.514868
1317354923333987371, 160.058620,119.433297,1.478479
1317354923447695397, 160.623965,119.366760,1.438476
1317354923563598178, 161.128114,119.309218,1.393829
1317354923688862803, 161.668121,119.250475,1.344085
1317354923790392866, 162.146392,119.199902,1.288238
1317354923877771600, 162.612310,119.150487,1.226160
1317354923961464255, 163.106239,119.098728,1.157498
1317354924064709014, 163.539128,119.055990,1.082350
1317354924166345539, 163.996207,119.016633,1.001198
1317354924277762241, 164.397200,118.987266,0.915200
1317354924376197296, 164.788655,118.962505,0.829613
1317354924482197747, 165.214670,118.940483,0.743866
1317354924604565758, 165.596391,118.926125,0.660083
1317354924685486916, 166.011361,118.916112,0.582531
1317354924781293734, 166.384073,118.915830,0.509025
1317354924883926842, 166.788685,118.929851,0.441385
1317354924995406964, 167.150785,118.953520,0.380642
1317354925105548579, 167.507808,118.987675,0.327041
1317354925217857942, 167.894954,119.036706,0.279776
1317354925311807173, 168.242304,119.091898,0.239850
1317354925434168569, 168.586501,119.153739,0.206066
1317354925534157042, 168.959950,119.231316,0.178185
1317354925635711644, 169.295222,119.313572,0.155237
1317354925727355527, 169.658338,119.416103,0.136472
1317354925837801450, 169.987167,119.520027,0.121322
1317354925948119805, 170.316317,119.636150,0.109539
1317354926050768603, 170.680851,119.780869,0.099695
1317354926144142034, 171.012632,119.927990,0.090757
1317354926250607849, 171.373884,120.113417,0.082482
1317354926345765234, 171.699715,120.301052,0.074689
1317354926468734023, 172.059394,120.525093,0.067396
1317354926573444783, 172.386298,120.747712,0.060950
1317354926677512216, 172.712146,120.991892,0.055746
1317354926767855698, 173.068126,121.284858,0.052469
1317354926896363295, 173.384191,121.581191,0.050929
1317354926981788313, 173.721590,121.937501,0.050359
1317354927191971860, 174.022298,122.287209,0.050211
1317354927294967972, 174.318021,122.661142,0.050240
1317354927398753917, 174.633512,123.103917,0.050259
1317354927480256819, 174.911825,123.531980,0.050411
1317354927632713989, 175.204934,124.036109,0.050723
1317354927733834430, 175.459982,124.521451,0.051009
1317354927835296024, 175.725650,125.086531,0.051350
1317354927931817989, 175.955204,125.625199,0.051421
1317354928027349298, 176.175325,126.190349,0.051568
1317354928141111313, 176.403275,126.834958,0.051707
1317354928235434532, 176.599783,127.444177,0.051803
1317354928340476909, 176.808164,128.137364,0.051839
1317354928454415766, 176.989839,128.787276,0.051876
1317354928556641797, 177.183020,129.522442,0.051781
1317354928627477626, 177.349645,130.210291,0.051698
1317354928757336129, 177.506858,130.915640,0.051511
1317354928871206820, 177.666701,131.710568,0.051152
1317354928973844805, 177.802233,132.450224,0.050812
1317354929098842673, 177.942116,133.280678,0.050396
1317354929195013227, 178.061970,134.049331,0.050001
1317354929287332092, 178.191326,134.906434,0.049543
1317354929393100493, 178.314527,135.699764,0.049000
1317354929495919496, 178.453770,136.586997,0.048550
1317354929607819434, 178.583658,137.406560,0.048026
1317354929706344684, 178.715280,138.237934,0.047548
1317354929818738670, 178.862312,139.166158,0.046974
1317354929910471277, 178.995887,140.018000,0.046401
1317354930018591209, 179.144872,140.962805,0.045837
1317354930110569137, 179.282134,141.824664,0.045181
1317354930234621593, 179.435180,142.773221,0.044633
1317354930345900149, 179.574598,143.635046,0.044003
1317354930454257286, 179.719207,144.497729,0.043238
1317354930556438643, 179.876331,145.447491,0.042540
1317354930673305977, 180.019769,146.311692,0.041794
1317354930764304112, 180.176834,147.262978,0.040991
1317354930871209513, 180.322652,148.129518,0.040251
1317354930953250130, 180.479832,149.085082,0.039461
1317354931044640828, 180.636514,150.041119,0.038669
1317354931158954795, 180.764729,150.823585,0.037826
1317354931266849494, 180.917755,151.780732,0.036599
1317354931373375490, 181.055879,152.651395,0.035376
1317354931484836775, 181.205463,153.608732,0.034288
1317354931576356070, 181.341385,154.477890,0.033256
1317354931684131447, 181.475713,155.346698,0.032371
1317354931900521441, 181.621393,156.302694,0.031715
1317354932002914396, 181.752664,157.170358,0.031345
1317354932108203045, 181.895037,158.122440,0.030943
1317354932234423916, 182.022468,158.985325,0.030778
1317354932347147289, 182.160593,159.929926,0.030617
1317354932453861896, 182.284736,160.783590,0.030174
1317354932559204616, 182.404465,161.630362,0.029506
1317354932662684949, 182.532535,162.553913,0.028526
1317354932764060296, 182.645889,163.384729,0.027023
1317354932868777734, 182.769117,164.286668,0.024735
1317354932986934264, 182.873802,165.094763,0.021764
1317354933122828443, 182.977977,165.888447,0.018150
1317354933244482143, 183.088658,166.744529,0.014204
1317354933341259337, 183.183369,167.507475,0.010134
1317354933452845897, 183.282567,168.329363,0.006378
1317354933574655784, 183.370852,169.057514,0.003203
1317354933712502984, 183.463403,169.839837,0.001011
1317354933824604980, 183.542421,170.530473,0.000115
1317354933928188607, 183.615779,171.200682,0.000790
1317354934035809650, 183.688646,171.911716,0.003374
1317354934127411448, 183.750545,172.534264,0.008117
1317354934241878361, 183.813816,173.191520,0.015452
1317354934346947752, 183.867068,173.766279,0.025815
1317354934448992342, 183.920431,174.372115,0.039636
1317354934555147638, 183.969256,174.899449,0.057594
1317354934656884661, 184.015024,175.408516,0.079491
1317354934763009806, 184.063449,175.947957,0.106216
1317354934876883254, 184.103569,176.421814,0.138709
1317354934968587816, 184.147009,176.928731,0.176994
1317354935065509172, 184.186473,177.382068,0.221825
1317354935166957509, 184.229235,177.875418,0.274580
1317354935273507464, 184.266386,178.320289,0.335164
1317354935366627700, 184.300377,178.760527,0.403509
1317354935469277935, 184.330910,179.237635,0.480084
1317354935586264684, 184.350545,179.663218,0.564834
1317354935699161056, 184.363273,180.120746,0.655228
1317354935806090466, 184.365001,180.530138,0.749903
1317354935887017178, 184.356746,180.934968,0.847839
1317354935988588263, 184.336403,181.373601,0.945415
1317354936083322173, 184.304288,181.767168,1.038781
1317354936177240451, 184.250030,182.191431,1.123792
1317354936273949709, 184.186751,182.570072,1.198718
1317354936377072844, 184.107958,182.939954,1.261915
1317354936483688163, 184.004406,183.339661,1.315001
1317354936588394894, 183.896575,183.696824,1.359638
1317354936671858189, 183.761339,184.079778,1.394658
1317354936753783942, 183.623498,184.417238,1.424446
1317354936849765073, 183.471172,184.744375,1.449220
1317354936954131484, 183.284327,185.090837,1.467625
1317354937036845245, 183.098324,185.390756,1.483887
1317354937139944625, 182.877912,185.704655,1.502021
1317354937248037312, 182.662467,185.976128,1.520686
1317354937341509052, 182.434480,186.233840,1.539890
1317354937454081038, 182.171256,186.503269,1.557363
1317354937558530156, 181.920370,186.734866,1.572480
1317354937673404689, 181.627506,186.965976,1.586061
1317354937791872595, 181.351086,187.158698,1.597618
1317354937900971992, 181.066071,187.336930,1.605196
1317354938005957467, 180.743980,187.511140,1.610311
1317354938104641116, 180.441908,187.643240,1.613837
1317354938209034500, 180.101528,187.769868,1.616289
1317354938316527350, 179.782851,187.870429,1.617153
1317354938440768435, 179.421482,187.967230,1.615983
1317354938563685815, 179.083390,188.037079,1.610959
1317354938667135428, 178.739410,188.090501,1.603476
1317354938775741757, 178.353341,188.132093,1.594538
1317354938896362655, 177.995648,188.162695,1.585048
1317354938991814616, 177.591456,188.188682,1.575383
1317354939074558024, 177.212266,188.195610,1.565488
1317354939178195093, 176.785655,188.184619,1.555163
1317354939259432855, 176.384761,188.163747,1.544547
1317354939356738033, 175.928277,188.130105,1.533262
1317354939447766493, 175.498414,188.100113,1.522054
1317354939554483737, 175.054534,188.069930,1.511255
1317354939649303875, 174.550225,188.024108,1.501481
1317354939741476616, 174.073343,187.974216,1.491735
1317354939833665694, 173.528917,187.899368,1.482685
1317354939911537572, 173.016701,187.815591,1.475495
1317354940034786851, 172.435039,187.711330,1.470489
1317354940115995572, 171.889372,187.610108,1.467993
1317354940238174782, 171.270082,187.489485,1.466114
1317354940333841536, 170.688908,187.372219,1.464352
1317354940445720061, 170.090982,187.249227,1.462571
1317354940545331562, 169.412881,187.107530,1.461345
1317354940646987383, 168.781008,186.971952,1.460125
1317354940761284893, 168.065356,186.818775,1.460026
1317354940859378719, 167.397133,186.676834,1.459560
1317354940981414911, 166.641105,186.520683,1.460015
1317354941085948375, 165.935631,186.384726,1.460053
1317354941201021947, 165.139245,186.238237,1.460846
1317354941404277885, 164.397577,186.109437,1.462787
1317354941497912890, 163.637265,185.985767,1.463724
1317354941585331176, 162.781852,185.858514,1.464524
1317354941687093241, 161.985951,185.750513,1.464908
1317354941783613999, 161.093397,185.639887,1.465108
1317354941902493329, 160.268362,185.547337,1.465302
1317354942001137675, 159.351600,185.456418,1.464350
1317354942084857579, 158.512826,185.380328,1.462272
1317354942197542789, 157.670441,185.309826,1.460014
1317354942292103396, 156.742353,185.239024,1.458213
1317354942384115307, 155.897444,185.180867,1.456833
