#time(s),x(m),y(m),theta(m)
1317357642848492249, 19.686616,77.885981,0.005218
1317357642977747272, 20.448776,77.963029,0.004913
1317357643061786864, 21.214205,78.036442,0.004654
1317357643122399611, 21.983850,78.108357,0.004377
1317357643218212200, 22.756370,78.183527,0.004138
1317357643331351078, 23.508303,78.268090,0.004014
1317357643422284431, 24.264881,78.339349,0.003934
1317357643526421516, 25.017545,78.413660,0.003842
1317357643639943967, 25.783242,78.484800,0.003685
1317357643736850746, 26.543548,78.557002,0.003427
1317357643828664552, 27.307546,78.625972,0.003202
1317357643922335631, 28.055556,78.686063,0.002987
1317357644046192709, 28.811970,78.740473,0.002884
1317357644156088467, 29.575224,78.799465,0.002810
1317357644263458363, 30.319279,78.864624,0.002729
1317357644359727712, 31.083645,78.917462,0.002681
1317357644470859193, 31.849971,78.971346,0.002631
1317357644603970918, 32.622503,79.036551,0.002589
1317357644695797914, 33.405086,79.098967,0.002582
1317357644766627132, 34.190790,79.161957,0.002696
1317357644882863228, 34.986396,79.215006,0.002837
1317357645013276476, 35.780238,79.287232,0.003061
1317357645113305679, 36.584947,79.361264,0.003307
1317357645204198555, 37.377583,79.433189,0.003591
1317357645286405208, 38.190785,79.508547,0.003832
1317357645377203348, 39.026987,79.589025,0.004027
1317357645478741438, 39.859804,79.671803,0.004191
1317357645612477753, 40.685665,79.739533,0.004376
1317357645697641033, 41.533348,79.826311,0.004501
1317357645798769805, 42.379718,79.909042,0.004588
1317357645910263800, 43.236318,79.995029,0.004619
1317357646011350645, 44.083045,80.080760,0.004524
1317357646102278004, 44.947854,80.173191,0.004331
1317357646215904691, 45.808967,80.256047,0.004174
1317357646318472761, 46.674557,80.334514,0.004029
1317357646423745969, 47.547221,80.415665,0.003889
1317357646527158028, 48.410656,80.490710,0.003719
1317357646630258457, 49.295305,80.571673,0.003616
1317357646733833445, 50.180690,80.643864,0.003556
1317357646849129243, 51.054057,80.723469,0.003454
1317357646956482626, 51.902275,80.798774,0.003391
1317357647058468285, 52.751597,80.882259,0.003371
1317357647150743185, 53.611030,80.959749,0.003327
1317357647253827754, 54.459976,81.046728,0.003327
1317357647369973707, 55.319540,81.119971,0.003270
1317357647472783180, 56.177492,81.182497,0.003200
1317357647585961051, 57.039871,81.259826,0.003154
1317357647680184431, 57.895578,81.319696,0.003188
1317357647796536019, 58.739389,81.386872,0.003415
1317357647889102443, 59.565436,81.446063,0.003616
1317357647992090037, 60.390662,81.519965,0.003857
1317357648097602261, 61.220379,81.592682,0.004112
1317357648204158491, 62.040036,81.669573,0.004449
1317357648305322868, 62.864231,81.762149,0.004870
1317357648398448734, 63.684422,81.846383,0.005203
1317357648520814593, 64.490273,81.948241,0.005583
1317357648618858267, 65.296165,82.050318,0.005956
1317357648730198109, 66.104292,82.147507,0.006339
1317357648835982386, 66.906287,82.245932,0.006737
1317357648937205182, 67.708389,82.335984,0.007290
1317357649031472476, 68.496345,82.440993,0.008034
1317357649127052754, 69.288129,82.545873,0.008799
1317357649238986785, 70.057153,82.653492,0.009659
1317357649347639806, 70.822993,82.782067,0.010502
1317357649438651774, 71.590602,82.903353,0.011446
1317357649550179482, 72.357729,83.027871,0.012421
1317357649647710758, 73.128275,83.168841,0.013330
1317357649771670483, 73.895047,83.307827,0.014089
1317357649852579648, 74.662539,83.451784,0.015094
1317357649960857225, 75.422386,83.591601,0.016219
1317357650061938345, 76.165309,83.727560,0.017525
1317357650159872205, 76.902412,83.876588,0.019323
1317357650291199329, 77.642534,84.034892,0.021298
1317357650397426974, 78.393359,84.201465,0.023644
1317357650488418690, 79.150727,84.388090,0.026183
1317357650580107151, 79.887672,84.585662,0.028913
1317357650799308072, 81.343479,84.974958,0.035031
1317357650903575033, 82.043041,85.185320,0.038542
1317357651008999053, 82.753536,85.397563,0.042384
1317357651120096557, 83.475168,85.630951,0.046326
1317357651310134837, 84.925566,86.128034,0.054169
1317357651411852976, 85.641488,86.380679,0.058869
1317357651505020191, 86.346313,86.637546,0.063634
1317357651607539594, 87.048512,86.897347,0.067591
1317357651722553723, 87.739792,87.174666,0.071104
1317357651827346565, 88.429695,87.444727,0.074409
1317357651941420974, 89.123535,87.740120,0.077781
1317357652035067936, 89.833504,88.037237,0.081435
1317357652148544449, 90.547276,88.336792,0.085147
1317357652253301118, 91.259155,88.644583,0.088622
1317357652350224884, 91.962475,88.965451,0.091802
1317357652451950421, 92.653397,89.293391,0.094689
1317357652553816355, 93.341225,89.612544,0.097829
1317357652668048001, 94.033513,89.925147,0.100614
1317357652762303491, 94.723869,90.256896,0.103007
1317357652866783982, 95.422129,90.604950,0.105555
1317357652980103110, 96.120319,90.945139,0.108225
1317357653085355501, 96.815144,91.278212,0.111126
1317357653199997757, 97.493567,91.625319,0.114149
1317357653300910783, 98.184817,91.974527,0.117123
1317357653386863388, 98.880884,92.341591,0.120287
1317357653499673129, 99.581528,92.705959,0.122808
1317357653585849458, 100.266641,93.077188,0.125509
1317357653696858509, 100.952573,93.443113,0.128244
1317357653791264577, 101.644051,93.805048,0.131306
1317357653904924275, 102.312803,94.165815,0.134006
1317357654000104084, 102.984018,94.531013,0.136771
1317357654113305591, 103.653858,94.902190,0.139673
1317357654207478104, 104.318398,95.270146,0.142456
1317357654321705970, 104.971457,95.642874,0.145712
1317357654427225776, 105.612900,96.021055,0.148986
1317357654518832134, 106.255881,96.388969,0.151676
1317357654633853335, 106.889571,96.772889,0.154408
1317357654737437379, 107.532393,97.159083,0.156814
1317357654830603742, 108.161499,97.529586,0.158480
1317357654935093014, 108.768274,97.894968,0.160596
1317357655037908621, 109.366739,98.247653,0.162953
1317357655142707118, 109.957190,98.599502,0.165160
1317357655248498634, 110.522868,98.948760,0.167458
1317357655361953845, 111.075894,99.289852,0.169747
1317357655453791352, 111.606957,99.622302,0.171684
1317357655559109834, 112.127034,99.937759,0.173182
1317357655661997920, 112.622647,100.237837,0.174771
1317357655756297340, 113.103000,100.540415,0.176570
1317357655871505489, 113.558188,100.829693,0.178518
1317357655973381756, 113.987345,101.098210,0.180079
1317357656079641596, 114.400196,101.359267,0.181458
1317357656181733457, 114.798657,101.620718,0.183521
1317357656287003281, 115.175767,101.875094,0.186731
1317357656399730237, 115.552741,102.109099,0.190192
1317357656493272000, 115.897877,102.341139,0.194552
1317357656597197071, 116.228224,102.578211,0.199547
1317357656701256667, 116.527844,102.795725,0.204507
1317357656807775475, 116.829186,103.015592,0.209700
1317357656909079209, 117.115388,103.220594,0.215810
1317357657022158228, 117.386022,103.412272,0.223145
1317357657116601383, 117.630734,103.603629,0.232161
1317357657220388949, 117.855125,103.781095,0.243751
1317357657336950379, 118.063556,103.961849,0.257888
1317357657428462422, 118.245830,104.146642,0.275288
1317357657541415007, 118.425007,104.313275,0.295021
1317357657645860276, 118.586488,104.494007,0.318205
1317357657758267295, 118.732076,104.654490,0.341889
1317357657851264758, 118.863657,104.809636,0.366551
1317357657957814215, 118.991226,104.982696,0.392557
1317357658069208931, 119.132545,105.163536,0.421235
1317357658173832588, 119.270738,105.336491,0.452933
1317357658277047401, 119.402833,105.512185,0.488262
1317357658379968527, 119.527616,105.704929,0.527598
1317357658484311783, 119.643191,105.908679,0.572323
1317357658588195578, 119.741760,106.102254,0.618411
1317357658683197835, 119.845622,106.291432,0.667170
1317357658799297193, 119.940731,106.485743,0.717785
1317357658900287001, 120.030936,106.689821,0.769979
1317357659015712548, 120.118494,106.895475,0.825061
1317357659118011011, 120.193234,107.111462,0.883609
1317357659220609637, 120.272045,107.337361,0.946365
1317357659323930209, 120.354745,107.586508,1.012370
1317357659418622333, 120.429856,107.858044,1.083922
1317357659531240953, 120.496002,108.147777,1.157811
1317357659627468764, 120.548645,108.453669,1.231592
1317357659729008336, 120.597835,108.774761,1.304649
1317357659843721714, 120.627941,109.115525,1.375959
1317357659948379447, 120.639225,109.465977,1.442214
1317357660040234382, 120.636174,109.827459,1.504632
1317357660143008313, 120.623327,110.197472,1.562204
1317357660257452194, 120.589215,110.579474,1.614413
1317357660352682959, 120.529040,110.968957,1.661048
1317357660458965202, 120.443431,111.358798,1.702556
1317357660570264886, 120.332932,111.759213,1.738768
1317357660673344151, 120.198600,112.166350,1.770757
1317357660779925921, 120.057129,112.595552,1.799072
1317357660870835128, 119.885186,113.022847,1.824226
1317357660985862559, 119.669102,113.462116,1.846215
1317357661079238731, 119.427452,113.901881,1.865488
1317357661182598420, 119.154554,114.350258,1.881957
1317357661288453342, 118.854137,114.782909,1.895622
1317357661389635508, 118.542693,115.230290,1.906515
1317357661496135652, 118.203243,115.687984,1.914994
1317357661601729418, 117.830276,116.168244,1.921423
1317357661702781824, 117.455410,116.662645,1.926223
1317357661806449533, 117.068040,117.172092,1.930151
1317357661913554431, 116.660307,117.698410,1.933554
1317357662019118429, 116.236169,118.220296,1.936066
1317357662119958511, 115.783546,118.763257,1.938106
1317357662223703759, 115.329389,119.307235,1.939897
1317357662331041756, 114.870197,119.859268,1.941334
1317357662435765192, 114.393220,120.430165,1.942406
1317357662536751506, 113.903477,121.016170,1.943146
1317357662640678389, 113.401331,121.618037,1.943489
1317357662745926732, 112.885992,122.227547,1.943664
1317357662850771234, 112.358610,122.849065,1.943846
1317357662963363905, 111.819489,123.480496,1.944027
1317357663067866889, 111.266955,124.130815,1.944241
1317357663162671563, 110.703408,124.778385,1.944416
1317357663266504693, 110.140598,125.437120,1.944697
1317357663371412432, 109.571565,126.112118,1.944935
1317357663474872794, 108.990676,126.792751,1.945102
1317357663577312582, 108.412516,127.473121,1.945281
1317357663683172784, 107.820975,128.164739,1.945506
1317357663797241132, 107.213123,128.882153,1.945679
1317357663890585785, 106.602116,129.597916,1.946066
1317357663993137579, 105.986716,130.314327,1.946311
1317357664100168441, 105.355157,131.040230,1.946565
1317357664202789012, 104.714387,131.769008,1.946528
1317357664307004783, 104.056035,132.516445,1.946478
1317357664409439102, 103.400084,133.269845,1.946498
1317357664505860434, 102.756428,134.028832,1.946561
1317357664617496187, 102.103094,134.790190,1.946681
1317357664722708285, 101.445064,135.544531,1.946681
1317357664826331999, 100.786751,136.303756,1.946696
1317357664929960037, 100.126237,137.062550,1.946760
1317357665034661602, 99.474750,137.809184,1.946819
1317357665137555360, 98.824832,138.557719,1.946925
1317357665250922295, 98.170879,139.313692,1.947020
1317357665356266303, 97.528676,140.062034,1.947160
1317357665448540460, 96.883814,140.808544,1.947332
1317357665563117953, 96.235347,141.547695,1.947567
1317357665671356755, 95.586961,142.291632,1.947814
1317357665762732091, 94.940548,143.028909,1.948051
1317357665865447299, 94.293280,143.773677,1.948329
1317357665968967266, 93.646287,144.507880,1.948439
1317357666073401708, 93.000344,145.234586,1.948497
1317357666176956540, 92.349601,145.970829,1.948525
1317357666289943614, 91.707768,146.713981,1.948326
1317357666386937032, 91.061351,147.439751,1.948006
1317357666498547510, 90.413171,148.176276,1.947633
1317357666601606400, 89.767419,148.917167,1.947245
1317357666697142188, 89.122908,149.661499,1.946870
1317357666809524952, 88.472190,150.408622,1.946620
1317357666904854670, 87.826327,151.159616,1.946380
1317357667030540953, 87.183183,151.904951,1.946282
1317357667121508421, 86.538488,152.657417,1.946160
1317357667251174592, 85.896769,153.393216,1.946064
1317357667331921336, 85.259209,154.134199,1.946051
1317357667432866628, 84.608501,154.878495,1.946098
1317357667527614941, 83.980550,155.614484,1.946138
1317357667640090990, 83.350940,156.354490,1.946312
1317357667746436288, 82.711500,157.091338,1.946437
1317357667849090714, 82.069738,157.826341,1.946699
1317357667953379643, 81.439653,158.560339,1.946872
1317357668057605746, 80.797259,159.299221,1.947050
1317357668161784821, 80.164768,160.032604,1.947175
1317357668262795683, 79.535356,160.755817,1.947380
1317357668359304372, 78.904406,161.482554,1.947513
1317357668461714687, 78.280483,162.202898,1.947613
1317357668574836914, 77.653029,162.918046,1.947445
1317357668679339991, 77.029310,163.628654,1.947277
1317357668775399243, 76.396497,164.345755,1.947109
1317357668886950719, 75.775468,165.060606,1.946980
1317357668991177415, 75.154296,165.770963,1.946789
1317357669097361449, 74.533484,166.483228,1.946656
1317357669200590955, 73.923962,167.190178,1.946435
1317357669302763756, 73.305905,167.897909,1.946283
1317357669418488792, 72.702145,168.615801,1.946070
1317357669615244720, 71.506903,170.008495,1.945866
1317357669719192037, 70.907656,170.707395,1.945628
1317357669820817358, 70.314303,171.393781,1.945361
1317357669925744854, 69.724146,172.072042,1.945179
1317357670032060863, 69.145482,172.746239,1.945081
1317357670136150481, 68.581081,173.411662,1.945084
1317357670238103759, 68.011540,174.072584,1.945119
1317357670356897341, 67.457678,174.718969,1.945100
1317357670447812463, 66.900245,175.356578,1.945111
1317357670548990802, 66.359951,175.985547,1.945081
1317357670665851018, 65.828248,176.609645,1.945102
1317357670774340334, 65.300308,177.222731,1.945196
1317357670885668546, 64.775632,177.835021,1.945268
1317357670966392704, 64.266960,178.437487,1.945271
1317357671080346737, 63.759392,179.029931,1.945334
1317357671171211715, 63.261918,179.615810,1.945401
1317357671289191639, 62.785073,180.174224,1.945484
1317357671380083537, 62.312033,180.727617,1.945688
1317357671486045201, 61.846729,181.276143,1.945932
1317357671587905267, 61.389202,181.812797,1.946198
1317357671705276857, 60.936998,182.335724,1.946752
1317357671818436887, 60.493280,182.841106,1.947695
1317357671920823205, 60.045754,183.338637,1.949095
1317357672118347160, 59.164000,184.285088,1.953911
1317357672210109210, 58.714573,184.746906,1.956840
1317357672313140944, 58.270436,185.196823,1.960273
1317357672418708086, 57.815999,185.632562,1.964209
1317357672532400529, 57.369132,186.033545,1.968581
1317357672623537809, 56.908695,186.428219,1.973470
1317357672750814269, 56.431777,186.795826,1.978752
1317357672857482481, 55.961593,187.143452,1.984078
1317357672959289296, 55.484354,187.452051,1.989500
1317357673061141912, 55.005771,187.732606,1.994991
1317357673165300076, 54.524886,188.008160,2.000484
1317357673269520286, 54.035139,188.235567,2.006062
1317357673376151998, 53.555627,188.434911,2.011323
1317357673499561201, 53.073684,188.602298,2.016010
1317357673590491453, 52.597442,188.744542,2.020027
1317357673686058812, 52.109460,188.864562,2.023610
1317357673798549359, 51.616288,188.968640,2.026705
1317357673890782732, 51.128036,189.055876,2.029318
1317357673998468838, 50.639094,189.121765,2.031392
1317357674099508866, 50.146596,189.144474,2.032977
1317357674202728393, 49.660339,189.136061,2.034021
1317357674306913973, 49.183023,189.112414,2.034528
1317357674420338066, 48.708064,189.079908,2.034495
1317357674526691033, 48.241636,189.036526,2.033909
1317357674621877413, 47.801372,188.958457,2.032772
1317357674735275501, 47.360576,188.862199,2.031134
1317357674837002262, 46.925058,188.732776,2.028951
1317357674930734677, 46.504561,188.577133,2.026194
1317357675032938586, 46.084497,188.418438,2.022842
1317357675138666721, 45.682730,188.244858,2.019180
1317357675232068756, 45.280090,188.028964,2.015259
1317357675345355859, 44.877712,187.793212,2.011068
1317357675450536366, 44.480944,187.554431,2.006922
1317357675545387574, 44.094992,187.314112,2.002926
1317357675648514448, 43.709926,187.046409,1.999061
1317357675739368695, 43.321379,186.768643,1.995444
1317357675843805107, 42.947563,186.471949,1.992339
1317357675948293560, 42.568875,186.179881,1.989711
1317357676053527428, 42.182221,185.868515,1.987546
1317357676168388482, 41.789130,185.545380,1.985780
1317357676259335837, 41.380611,185.210720,1.984307
1317357676367575890, 40.972259,184.866966,1.983117
1317357676468971171, 40.559343,184.520067,1.982249
1317357676576389037, 40.128328,184.166786,1.981537
1317357676668800852, 39.699365,183.793143,1.980962
1317357676780931138, 39.272274,183.417610,1.980479
1317357676892040659, 38.840393,183.033709,1.980237
1317357676993067510, 38.379834,182.644730,1.980105
1317357677095204964, 37.900057,182.253870,1.980106
1317357677200022978, 37.420017,181.849874,1.980309
1317357677410134931, 36.445082,180.999653,1.980367
1317357677511598966, 35.927747,180.561567,1.980444
1317357677616593028, 35.384363,180.106269,1.980580
1317357677718124880, 34.843037,179.647305,1.980659
1317357677822426844, 34.288336,179.169598,1.980762
1317357677929407856, 33.713348,178.682988,1.980682
1317357678031928216, 33.126099,178.186889,1.980602
1317357678138069031, 32.530403,177.680158,1.980632
1317357678240334414, 31.904190,177.154960,1.980746
1317357678369756781, 31.277424,176.630023,1.980704
1317357678450470572, 30.657094,176.092779,1.980619
1317357678552026722, 30.011408,175.556187,1.980497
1317357678655137337, 29.361124,175.007770,1.980422
1317357678759187903, 28.690228,174.451947,1.980449
1317357678864863274, 28.015367,173.891431,1.980498
1317357678969004109, 27.332356,173.316611,1.980464
1317357679073390522, 26.647348,172.751650,1.980397
1317357679191324790, 25.956168,172.168951,1.980407
1317357679312535915, 25.241741,171.577237,1.980426
1317357679411690331, 24.533736,170.974440,1.980560
1317357679502759707, 23.816231,170.370314,1.980725
1317357679593744926, 23.100600,169.767303,1.980825
1317357679702007458, 22.371578,169.156861,1.980998
1317357679802839843, 21.655063,168.567779,1.981070
1317357679907442014, 20.930054,167.979506,1.981126
1317357680008479536, 20.207441,167.382026,1.981215
1317357680110771864, 19.486254,166.776343,1.981333
1317357680207964201, 18.755294,166.178860,1.981279
1317357680318974823, 18.032892,165.586416,1.981368
1317357680423136408, 17.330846,164.991269,1.981403
1317357680528982063, 16.626879,164.397383,1.981454
1317357680630206032, 15.918239,163.806001,1.981595
1317357680737050069, 15.207733,163.206376,1.981772
1317357680827926165, 14.486796,162.615208,1.981947
1317357680932636175, 13.786025,162.032230,1.982144
1317357681046321616, 13.091769,161.454106,1.982666
1317357681150107448, 12.401850,160.883015,1.983688
1317357681257310286, 11.698019,160.317868,1.985140
1317357681361449825, 10.993534,159.767326,1.987011
1317357681455392409, 10.281943,159.234886,1.989319
1317357681556465886, 9.565735,158.717352,1.992004
1317357681670576860, 8.832716,158.213039,1.995049
1317357681775364703, 8.095323,157.729957,1.998430
1317357681894271207, 7.351102,157.265845,2.002156
1317357681985307467, 6.586870,156.826631,2.006008
1317357682087243576, 5.810893,156.410730,2.009768
1317357682184679457, 5.039473,156.030433,2.013104
1317357682298160267, 4.266533,155.683068,2.016102
1317357682399418470, 3.490196,155.363477,2.018871
1317357682508130575, 2.696348,155.057772,2.021455
1317357682609141006, 1.898339,154.776375,2.023750
1317357682711673953, 1.071444,154.512662,2.025629
1317357682818805841, 0.230911,154.279229,2.027127
1317357682919913974, -0.610080,154.064151,2.028271
1317357683025860844, -1.455291,153.861653,2.029244
1317357683127785245, -2.315673,153.672321,2.030154
1317357683232520354, -3.187219,153.502668,2.030927
1317357683325178836, -4.077842,153.349238,2.031562
1317357683438573228, -4.959943,153.200636,2.032061
1317357683542804743, -5.857123,153.072817,2.032453
1317357683648145820, -6.785797,152.948566,2.032750
1317357683750530018, -7.723670,152.847362,2.033002
1317357683855234812, -8.663759,152.724259,2.033189
1317357683956869208, -9.628061,152.609215,2.033236
1317357684061192009, -10.572607,152.488605,2.033225
1317357684169105781, -11.531790,152.369238,2.033218
1317357684259882954, -12.502043,152.238538,2.033245
1317357684371875492, -13.482240,152.110693,2.033269
1317357684477721902, -14.470120,151.986390,2.033286
1317357684579414745, -15.480683,151.860838,2.033294
1317357684697595594, -16.487905,151.733234,2.033268
1317357684788658435, -17.501701,151.604007,2.033234
1317357684892165859, -18.534765,151.473630,2.033189
1317357684995670120, -19.561201,151.345337,2.033156
1317357685099909818, -20.589015,151.206184,2.033156
1317357685202638279, -21.626770,151.083819,2.033192
1317357685297886682, -22.678568,150.950648,2.033237
1317357685400436384, -23.737267,150.813853,2.033282
1317357685505008835, -24.792041,150.691904,2.033316
1317357685715211316, -26.888748,150.442981,2.033392
1317357685816958119, -27.934321,150.319102,2.033429
1317357685918392931, -28.970539,150.196879,2.033441
1317357686023151406, -30.014181,150.073814,2.033441
1317357686212222848, -32.094697,149.836117,2.033470
1317357686324928921, -33.134022,149.717761,2.033513
1317357686427208845, -34.165743,149.610284,2.033580
1317357686538576551, -35.209249,149.494908,2.033641
1317357686639368987, -36.229904,149.386576,2.033689
1317357686740215666, -37.262688,149.272742,2.033738
1317357686843227400, -38.292470,149.176712,2.033805
1317357686946354060, -39.313649,149.074647,2.033870
1317357687051084718, -40.331200,148.982485,2.033935
1317357687146280407, -41.337894,148.894035,2.033977
1317357687247830187, -42.333355,148.803195,2.034009
1317357687348881362, -43.353567,148.723102,2.034034
1317357687459903102, -44.377333,148.638217,2.034061
1317357687561074884, -45.381183,148.552691,2.034072
1317357687665618416, -46.386870,148.469978,2.034074
1317357687777893343, -47.380848,148.384169,2.034052
1317357687881673840, -48.372456,148.300592,2.034031
1317357687985928883, -49.369724,148.222876,2.034021
1317357688081325486, -50.368248,148.143779,2.034018
1317357688192323590, -51.355395,148.071377,2.034012
1317357688307136772, -52.342936,147.991062,2.034007
