,%time,field.transforms0.header.seq,field.transforms0.header.stamp,field.transforms0.header.frame_id,field.transforms0.child_frame_id,field.transforms0.transform.translation.x,field.transforms0.transform.translation.y,field.transforms0.transform.translation.z,field.transforms0.transform.rotation.x,field.transforms0.transform.rotation.y,field.transforms0.transform.rotation.z,field.transforms0.transform.rotation.w
972,1649114718372510910,0,1317398088199479103,world,base_link,-15.53471498680301,78.68785851215944,-0.593559265129997,0.0002794567587275,0.0163201543425296,0.7745500615232007,0.6323019663582913
983,1649114718472485780,0,1317398088299508094,world,base_link,-15.742254289914854,79.68543234700337,-0.6022338867200006,-0.0005165221638174,0.0162653821167373,0.7746808393474358,0.6321429962416755
995,1649114718582511186,0,1317398088409467935,world,base_link,-15.96954278612975,80.77650652220473,-0.6177978515599989,0.0004635921434037,0.0155602811619109,0.7748615487502564,0.63193927160831
1006,1649114718682820558,0,1317398088509558916,world,base_link,-16.17450960970018,81.76328302873299,-0.6282424926699974,0.0009317444166118,0.0153126663818637,0.7750525474384239,0.6317105372002508
1017,1649114718792901992,0,1317398088619462966,world,base_link,-16.397867834893987,82.83656236622483,-0.6414794921799967,0.0009682788648642,0.015544823839879,0.7752156688720897,0.6315046220124008
1028,1649114718892728090,0,1317398088719444036,world,base_link,-16.597563282120973,83.80046997312456,-0.6518325805599972,0.0012861232632153,0.0160846505257374,0.7754197489767273,0.6312399249107158
1039,1649114718992779731,0,1317398088819473028,world,base_link,-16.795916719245724,84.75107486499473,-0.662109375,0.0011905850427003,0.0171108350928301,0.7756008010147359,0.630990649134345
1051,1649114719102469921,0,1317398088929492950,world,base_link,-17.012532222783193,85.7765618013218,-0.6704788207999997,0.0001046310450426,0.017930504160187,0.7757535985031301,0.6307811351668264
1062,1649114719202975273,0,1317398089029623031,world,base_link,-17.20626437489409,86.69088209886104,-0.6779022216800001,-0.0001622002671842,0.0186471051228388,0.7760301537265106,0.6304200660423328
1074,1649114719312494516,0,1317398089139467000,world,base_link,-17.418034140835516,87.6729285037145,-0.6836318969699988,0.0001887614516204,0.0190763734787688,0.7767058490242512,0.6295745233374125
1085,1649114719412491321,0,1317398089239500045,world,base_link,-17.6055441518547,88.54605634743348,-0.6891632079999965,0.0006865486374565,0.0192340672234543,0.7776857197972955,0.6283585763975648
1096,1649114719512427568,0,1317398089339464902,world,base_link,-17.792518749600276,89.39659278420731,-0.6942749023399983,0.0010268528015989,0.0189376743808495,0.7787324176475338,0.6270694792183685
1108,1649114719623793601,0,1317398089449558973,world,base_link,-17.99441138736438,90.30988818593325,-0.6989669799799998,0.0012227010777763,0.019043858141902,0.7797550564756197,0.6257938065927534
1118,1649114719722359895,0,1317398089549647092,world,base_link,-18.179645922151398,91.11652232706548,-0.6937408447199971,0.0003571186246208,0.0191624896194312,0.780715804152926,0.6245922706884256
1130,1649114719832435369,0,1317398089659482955,world,base_link,-18.378749361261725,91.97727078106254,-0.6943969726499972,-0.0003291437654553,0.019086914420628,0.7817234715435667,0.6233329731372758
1141,1649114719932480573,0,1317398089759433984,world,base_link,-18.56010698818136,92.73606458725408,-0.6940917968699978,-0.0011568447151014,0.0192460333520723,0.7826068854549014,0.6222175783028753
1153,1649114720042789697,0,1317398089869589090,world,base_link,-18.754179627634585,93.5428677322343,-0.6985092163100006,-0.0019800299143446,0.0189291428319559,0.7835146335509581,0.6210817869207674
1164,1649114720142764806,0,1317398089969526052,world,base_link,-18.930313644814305,94.24960174970327,-0.6982345580999976,-0.0028058092547812,0.0183410043961419,0.7842557956198439,0.6201601261197403
1175,1649114720242651700,0,1317398090069453954,world,base_link,-19.100828910595737,94.92845418630168,-0.6977996826099968,-0.0030510237943883,0.0173591031840203,0.7850846772372237,0.6191376279614872
1187,1649114720352308511,0,1317398090179425954,world,base_link,-19.282313983072527,95.6445812387392,-0.6991729736299988,-0.0021432988782746,0.0155826005907933,0.7859466515069152,0.6180942078791984
1198,1649114720451820611,0,1317398090279436111,world,base_link,-19.44148953049444,96.26695748372003,-0.7032089233400001,-0.0014160781385991,0.013465159234065,0.7867068620161388,0.6171782542071832
1209,1649114720562689304,0,1317398090389451026,world,base_link,-19.608777235262096,96.92009113403036,-0.7012939453099989,-0.0010139488397583,0.0117018220512648,0.7874298329965296,0.6162923797804809
1220,1649114720662712097,0,1317398090489729881,world,base_link,-19.754640537896197,97.48633056180552,-0.6954421996999969,-0.0010494034929064,0.0107004586227737,0.7877393478571432,0.6159148632523607
1231,1649114720762410640,0,1317398090589430093,world,base_link,-19.896603030734692,98.02857515029608,-0.6877746581999986,-0.0019670223149093,0.0099226691187315,0.7875459828442554,0.6161728624068481
1243,1649114720872548341,0,1317398090699426889,world,base_link,-20.047813368728384,98.6032992838882,-0.6757049560499979,-0.0038816910034798,0.0089972610066847,0.7866710389219598,0.6172946284318173
1254,1649114720972575426,0,1317398090799473047,world,base_link,-20.17747263982892,99.10584841156378,-0.666801452629997,-0.0054063190454372,0.0084290853536664,0.7851186275336918,0.6192644531491306
1266,1649114721082370996,0,1317398090909435033,world,base_link,-20.30880959285423,99.636099381838,-0.6596527099599996,-0.0064857886583598,0.0087241740611887,0.7827646391908455,0.622222904564638
1277,1649114721182840824,0,1317398091009524106,world,base_link,-20.41887559252791,100.0990557745099,-0.6549682617200006,-0.0074694929214626,0.0095728948014917,0.7799323865951363,0.6257459857646956
1288,1649114721291957616,0,1317398091119411945,world,base_link,-20.532586532761343,100.58834163891152,-0.6444396972599975,-0.008047600584688,0.0102187757998835,0.7760547329505899,0.6305314141349101
1299,1649114721392836093,0,1317398091219418048,world,base_link,-20.62615958822425,101.01321680052206,-0.6375274658199999,-0.0080533350184154,0.0105328742859233,0.7720179606626255,0.6354624070459864
1311,1649114721502790451,0,1317398091329417943,world,base_link,-20.717858722317036,101.465003750287,-0.6279602050699964,-0.0078601136075941,0.0103780711696961,0.766946622255335,0.6415788282541787
1322,1649114721602509975,0,1317398091429425001,world,base_link,-20.792668807669543,101.86768179899082,-0.6253967285099975,-0.0066446722275636,0.0100058629648451,0.7614568633225314,0.6481042943356637
1333,1649114721702576875,0,1317398091529438972,world,base_link,-20.85983314400073,102.26543412124738,-0.6204910278299991,-0.0050671468238349,0.0088446969247343,0.754956345384038,0.6556958227133618
1345,1649114721812446117,0,1317398091639468908,world,base_link,-20.921158617711622,102.69717549951748,-0.620895385739999,-0.0026665308223023,0.0080523501318335,0.7465487839376487,0.6652766059857704
1356,1649114721912479162,0,1317398091739422082,world,base_link,-20.96643792954273,103.08592764288188,-0.61376953125,-0.0011760651172431,0.0080450587750978,0.7378713969083163,0.674892358472605
1368,1649114722022723913,0,1317398091849543094,world,base_link,-21.002963310224004,103.50531595572828,-0.6109008788999972,-3.5320020491443294e-05,0.0086584194342772,0.7271687844575817,0.6864041006840501
1379,1649114722122840642,0,1317398091949455976,world,base_link,-21.024048713152297,103.88320751395077,-0.6053466796799967,0.0010863172115523,0.009025766883358,0.716450711281166,0.6975784785612256
1390,1649114722232661962,0,1317398092059441089,world,base_link,-21.033178794197735,104.2934094062075,-0.5993881225600006,0.0025057254808893,0.0094535215803096,0.7031408200638257,0.7109833608668459
1401,1649114722332375764,0,1317398092159377098,world,base_link,-21.02806779020466,104.66374850971624,-0.5903930663999972,0.0035735483825013,0.0104512186371549,0.6897524257394464,0.7239610438190067
1413,1649114722443017005,0,1317398092269391059,world,base_link,-21.006265582051128,105.0645364415832,-0.5860595703099989,0.0045508335165522,0.0110500852829244,0.6739181707902863,0.7387093370252059
1424,1649114722542998790,0,1317398092369493961,world,base_link,-20.974680049577728,105.42442416911943,-0.5805358886699992,0.0045545930272589,0.0105634818424621,0.6585598116174866,0.7524404581467298
1435,1649114722642925977,0,1317398092469645977,world,base_link,-20.930822193273343,105.77942946366966,-0.5792922973599985,0.0036056781103153,0.0095930517519935,0.6417095515524113,0.7668792759553824
1447,1649114722752514123,0,1317398092579394102,world,base_link,-20.86404773080721,106.16392700141296,-0.5764312744099982,0.0028983859163868,0.0097830043212423,0.6222294090865531,0.7827684553259215
1458,1649114722852212429,0,1317398092679374933,world,base_link,-20.784177377587184,106.50668618874624,-0.5755996704099999,0.0023423155059707,0.010235298489648,0.6039614026127847,0.7969443998027064
1470,1649114722963006258,0,1317398092789361000,world,base_link,-20.680105009814724,106.87559317843989,-0.5753860473599985,0.0028319053195216,0.0104837617913798,0.5827796669056872,0.8125576477347678
1480,1649114723062493324,0,1317398092889386892,world,base_link,-20.569234828464687,107.20315499743448,-0.576385498039997,0.0034466816716802,0.0098458065316685,0.5632621998327311,0.8262123665975883
1492,1649114723172362565,0,1317398092999448060,world,base_link,-20.43115283350926,107.55778625886887,-0.5791778564399976,0.0040457480900902,0.0083051629752826,0.5412376961691959,0.8408188939574366
1503,1649114723272491216,0,1317398093099374055,world,base_link,-20.29131563671399,107.87717444030568,-0.5850067138599968,0.0039520167747737,0.0058174496927889,0.5203160095850362,0.8539448395604884
1515,1649114723382447719,0,1317398093209357976,world,base_link,-20.118481462006457,108.2263349480927,-0.5967330932599992,0.002930652456349,0.0027127414675592,0.4962023070429209,0.8681977440624878
1526,1649114723482311487,0,1317398093309374094,world,base_link,-19.943817593739368,108.5375749808736,-0.6067047119099982,0.0016137372954443,0.0004762287705271,0.4731544531402473,0.8809778842466212
1537,1649114723582460403,0,1317398093409389019,world,base_link,-19.751343271113,108.83885006513448,-0.6090240478499993,0.0016202448645553,-7.605151324465211e-05,0.4496671258822583,0.8931947407612381
1549,1649114723692917823,0,1317398093519603013,world,base_link,-19.51438517263159,109.15752753103152,-0.6083374023399983,0.0025995704464785,0.0009424613438433,0.4237795694885082,0.9057611332378112
1560,1649114723792727470,0,1317398093619369983,world,base_link,-19.28137924033217,109.43994519999252,-0.6097335815399987,0.0016443946076361,0.0020693803848708,0.3993536661335713,0.9167931407776092
1571,1649114723902630567,0,1317398093729367017,world,base_link,-19.004528912948444,109.73934411955996,-0.6119079589799981,0.0008004175126678,0.0029055173859767,0.3718656285476432,0.9282816768661286
1582,1649114724002609491,0,1317398093829355955,world,base_link,-18.73451882484369,109.99788899347186,-0.6109466552699985,0.000230633384979,0.0038865893058809,0.3467395753489849,0.9379533613771076
1594,1649114724112462997,0,1317398093939351081,world,base_link,-18.41734228353016,110.26845183549447,-0.6077423095699999,-2.858882283579095e-05,0.0059995373854827,0.3181039745051556,0.9480368485126844
1605,1649114724212353467,0,1317398094039438009,world,base_link,-18.11336355702952,110.50400657439604,-0.6071090698199981,-0.0021051879804455,0.0061262280431913,0.2920080371356958,0.9563939270832328
1616,1649114724312532901,0,1317398094139372110,world,base_link,-17.792645421926863,110.7263754811138,-0.612800598139998,-0.0041602772589228,0.0040212640873188,0.266643901864445,0.9637777498608135
1628,1649114724422694921,0,1317398094249499082,world,base_link,-17.420611997600645,110.95533142192288,-0.6262054443299974,-0.0044730864598037,0.0007814633528695,0.2393785338839309,0.9709157009381044
1639,1649114724522638559,0,1317398094349488973,world,base_link,-17.062736177933402,111.1487637157552,-0.6318283080999976,-0.0043372860931156,-0.000635334501503,0.2164413413284699,0.9762857829874152
1651,1649114724632505178,0,1317398094459561109,world,base_link,-16.647406627656892,111.34148032963276,-0.6318664550699964,-0.0014933984594432,-0.0007573048989658,0.1941198523485519,0.980976390732472
1661,1649114724732560396,0,1317398094559371948,world,base_link,-16.250450903200544,111.4997544521466,-0.6318969726499972,0.0019736358503183,-0.0007381017173988,0.1768476716044678,0.9842359783179352
1673,1649114724842738151,0,1317398094669327974,world,base_link,-15.7961149396142,111.66542278788984,-0.6348724365199985,0.0042844046900598,-0.0016629188842773,0.1605004681912553,0.9870250646704084
1684,1649114724942618370,0,1317398094769328117,world,base_link,-15.36571233230643,111.8127485369332,-0.6298675537099996,0.002950091748413,-0.0009641728178237,0.1468720672705633,0.9891506271469096
1695,1649114725042699098,0,1317398094869486093,world,base_link,-14.916389796882868,111.95529268868268,-0.625984191889998,-0.000896718684782,0.0006326635250078,0.1344710870597465,0.9909169099260716
1707,1649114725152529001,0,1317398094979481935,world,base_link,-14.401326394290663,112.10240103537215,-0.6218872070299994,-0.0040120998178423,0.002204591832145,0.1217088187519257,0.99255529129007
1718,1649114725252487421,0,1317398095079386949,world,base_link,-13.911563441273756,112.22359334444629,-0.615440368649999,-0.0028118121355447,0.0036834755246148,0.1106558706142978,0.9938479783242334
