%time,field.transforms0.header.seq,field.transforms0.header.stamp,field.transforms0.header.frame_id,field.transforms0.child_frame_id,field.transforms0.transform.translation.x,field.transforms0.transform.translation.y,field.transforms0.transform.translation.z,field.transforms0.transform.rotation.x,field.transforms0.transform.rotation.y,field.transforms0.transform.rotation.z,field.transforms0.transform.rotation.w
1649114709684549570,0,1317398079522453660,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114709695396900,0,1317398079532471515,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114709705349445,0,1317398079542538949,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114709715089559,0,1317398079552711599,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114709722020149,0,1317398079549899101,world,base_link,-0.2896318646380678,1.6519818264059722,-0.012023925779999445,0.004222440114198015,0.0188365783819974,0.766506811675702,0.6419459961469428
1649114709724927902,0,1317398079562775746,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114709735117912,0,1317398079572839272,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114709745114326,0,1317398079583002014,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114709755047082,0,1317398079593063349,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114709766546726,0,1317398079603162558,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114709776443243,0,1317398079613265634,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114709786267757,0,1317398079623371472,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114709796342134,0,1317398079633472411,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114709806267976,0,1317398079643584528,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114709816951990,0,1317398079653726245,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114709822823286,0,1317398079649661064,world,base_link,-0.3872865163721144,2.1818239358253777,-0.012268066399997224,0.005583426982229081,0.01902608756188675,0.7671074669118714,0.6412121080760045
1649114709826626062,0,1317398079663785183,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114709836454391,0,1317398079673885359,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114709848008155,0,1317398079683973453,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114709857510805,0,1317398079694089680,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114709867230176,0,1317398079704215572,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114709877215862,0,1317398079714319382,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114709887367010,0,1317398079724426122,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114709897030830,0,1317398079734488382,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114709906849384,0,1317398079744593908,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114709916898965,0,1317398079754752162,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114709927991628,0,1317398079764877684,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114709932435989,0,1317398079759722948,world,base_link,-0.49450715293642133,2.7698847707360983,-0.01582336424999653,0.007275532046067486,0.01931025548112392,0.767603293520704,0.6405929787648849
1649114709938476800,0,1317398079775010769,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114709948427677,0,1317398079785091348,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114709958691596,0,1317398079795222497,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114709968690395,0,1317398079805340989,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114709978650093,0,1317398079815463800,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114709988982677,0,1317398079825547187,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114709998977184,0,1317398079835637867,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710008948564,0,1317398079845766453,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710019058942,0,1317398079855861567,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710029151201,0,1317398079865966835,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710032681226,0,1317398079859652042,world,base_link,-0.596108608180657,3.311259693466127,-0.016975402829999098,0.008006710297554087,0.019455379932677506,0.7680154329185739,0.6400856783125066
1649114710039120912,0,1317398079876112302,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710049473285,0,1317398079886200494,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710059413909,0,1317398079896329486,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710069433927,0,1317398079906407906,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710079524517,0,1317398079916495070,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710090668201,0,1317398079926627210,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710099641084,0,1317398079936759297,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710109548091,0,1317398079946882018,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710119880437,0,1317398079957027663,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710129969120,0,1317398079967098928,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710140060663,0,1317398079977176374,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710142944812,0,1317398079969841003,world,base_link,-0.710871946066618,3.912316205445677,-0.013687133790000416,0.0077975921777551005,0.01979824951149419,0.7684730007554336,0.6395283214858037
1649114710150072336,0,1317398079987315948,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710161139965,0,1317398079997448729,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710171211242,0,1317398080007579183,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710181259632,0,1317398080017669551,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710191250085,0,1317398080027741786,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710201561689,0,1317398080037870054,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710211532354,0,1317398080047946022,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710221609354,0,1317398080058076447,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710231622457,0,1317398080068229972,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710241943120,0,1317398080078363489,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710242692708,0,1317398080069680929,world,base_link,-0.8186954471748322,4.464126334525645,-0.006401062009999237,0.007967037165941592,0.01984898376987516,0.7688232792576056,0.6391035201230559
1649114710251704931,0,1317398080088433145,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710261857271,0,1317398080098608176,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710272114753,0,1317398080108695464,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710282054901,0,1317398080118763242,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710292014837,0,1317398080128817787,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710302314281,0,1317398080138901984,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710312340497,0,1317398080148961245,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710322548389,0,1317398080159100364,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710332191705,0,1317398080169265525,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710342255115,0,1317398080179392275,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710352446556,0,1317398080189473110,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710353284835,0,1317398080179646015,world,base_link,-0.9383370915893465,5.081078744493425,-0.0040969848599985426,0.008782965966202117,0.018759558102060925,0.7692302013944026,0.638635917993483
1649114710362187862,0,1317398080199617382,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710372693061,0,1317398080209713272,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710383595705,0,1317398080219856428,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710392596244,0,1317398080229975400,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710403955221,0,1317398080240095252,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710413912534,0,1317398080250236792,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710423971652,0,1317398080260338505,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710433038949,0,1317398080270461043,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710444329023,0,1317398080280606072,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710452822923,0,1317398080279638051,world,base_link,-1.0511732766171917,5.649260878097266,-0.003967285149997224,0.009689936789657792,0.016922364865080745,0.7695994874253931,0.6382290871207279
1649114710454204082,0,1317398080290694046,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710464305162,0,1317398080300809662,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710474490642,0,1317398080310919241,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710484354734,0,1317398080320992855,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710494478225,0,1317398080331111987,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710504447698,0,1317398080341195401,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710514525651,0,1317398080351265658,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710524991273,0,1317398080361374808,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710535111665,0,1317398080371511659,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710544948816,0,1317398080381637635,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710552636861,0,1317398080379646062,world,base_link,-1.165557706495747,6.228106155525893,-0.007377624509999237,0.010645263941384835,0.015167492838940652,0.7699859374762253,0.6377917227476831
1649114710555062770,0,1317398080391712045,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710565319061,0,1317398080401847483,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710575345993,0,1317398080411975585,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710585382699,0,1317398080422075183,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710595783472,0,1317398080432156603,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710605517387,0,1317398080442230274,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710615579366,0,1317398080452303985,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710625788450,0,1317398080462423704,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710635600566,0,1317398080472495102,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710645501852,0,1317398080482624325,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710656075000,0,1317398080492711619,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710662857532,0,1317398080489717960,world,base_link,-1.294504885096103,6.877037771977484,-0.007865905759999237,0.010417231489430837,0.014342173544595384,0.7704014150726126,0.6373126728696273
1649114710665987014,0,1317398080502845111,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710675961256,0,1317398080512983327,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710685955047,0,1317398080523121712,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710697063684,0,1317398080533197900,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710706419944,0,1317398080543288657,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710716340303,0,1317398080553395932,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710726585149,0,1317398080563501479,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710736650705,0,1317398080573606055,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710746805906,0,1317398080583675826,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710756645441,0,1317398080593768272,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710762570142,0,1317398080589646100,world,base_link,-1.4156032832106575,7.481707996688783,-0.0026702880799973627,0.007333910686632057,0.015389910644880083,0.7707660773924712,0.6368901148121285
1649114710766625642,0,1317398080603891799,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710776648759,0,1317398080614038649,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710788157224,0,1317398080624177402,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710797214984,0,1317398080634309538,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710807258129,0,1317398080644392770,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710817594766,0,1317398080654518536,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710828369855,0,1317398080664610264,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710837631702,0,1317398080674725844,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710847728013,0,1317398080684872528,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710858103513,0,1317398080694974611,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710868432044,0,1317398080705038622,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710872768878,0,1317398080699630022,world,base_link,-1.5522452468285337,8.162032569292933,0.008041381840001804,0.0027863340249119225,0.01859005743675209,0.7710389433378011,0.6365104822104086
1649114710878473520,0,1317398080715170185,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710888584136,0,1317398080725244985,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710898571252,0,1317398080735382276,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710908439636,0,1317398080745510031,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710918648481,0,1317398080755608919,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710928641557,0,1317398080765754680,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710938609123,0,1317398080775887821,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710949709415,0,1317398080786008694,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710959702491,0,1317398080796144482,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710968925476,0,1317398080806215981,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710972643852,0,1317398080799640893,world,base_link,-1.678741474635899,8.79364373954013,0.015647888190002845,-0.00018842213296609505,0.02047104818334363,0.7712535383135272,0.6361987742225224
1649114710980104923,0,1317398080816293049,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710989821434,0,1317398080826438502,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114710999859094,0,1317398080836565833,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711010195493,0,1317398080846644897,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711020188570,0,1317398080856781818,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711030238866,0,1317398080866927347,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711040416717,0,1317398080877019665,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711050716400,0,1317398080887186834,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711060674667,0,1317398080897297938,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711071060895,0,1317398080907427622,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711072223186,0,1317398080899650096,world,base_link,-1.8088110188255087,9.435772578697652,0.01456451415999993,-0.0010787141759468649,0.019738354142440778,0.7716697181589104,0.6357161944044072
1649114711080919265,0,1317398080917585254,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711091083526,0,1317398080927716845,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711101105928,0,1317398080937861365,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711111115455,0,1317398080947945103,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711121227741,0,1317398080958074468,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711131004571,0,1317398080968209605,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711141193628,0,1317398080978315506,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711152322530,0,1317398080988443757,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711162133216,0,1317398080998516473,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711172342777,0,1317398081008657891,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711182496070,0,1317398081018806416,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711183214187,0,1317398081009690999,world,base_link,-1.9578001553891227,10.15652247518301,-0.004730224610000278,0.0011491196145841783,0.016339437657434727,0.7719864847673321,0.6354278634414199
1649114711192444086,0,1317398081028886140,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711202572584,0,1317398081038972895,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711212755680,0,1317398081049055612,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711223086833,0,1317398081059153003,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711232015371,0,1317398081069242216,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711243215799,0,1317398081079376125,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711252361536,0,1317398081089457146,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711262583732,0,1317398081099532302,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711272598743,0,1317398081109663984,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711282568454,0,1317398081109601974,world,base_link,-2.0938591653248295,10.827932783402503,-0.027236938469997085,0.0040497460454648705,0.014287501228100073,0.7722668717760324,0.6351246693546749
1649114711283710479,0,1317398081120217946,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711293955326,0,1317398081130365869,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711304070949,0,1317398081140489977,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711314131975,0,1317398081150577993,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711324104309,0,1317398081160726063,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711334116697,0,1317398081170854399,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711344289779,0,1317398081180972223,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711354325771,0,1317398081191106035,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711364573478,0,1317398081201209406,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711374478816,0,1317398081211343598,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711384578704,0,1317398081221414789,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711392690420,0,1317398081219624996,world,base_link,-2.242673541768454,11.587950445245951,-0.041969299309997155,0.004481754988121972,0.01543403335578424,0.7726810612095749,0.6345909565496847
1649114711394596099,0,1317398081231501679,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711404839754,0,1317398081241638140,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711414750099,0,1317398081251781305,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711424910306,0,1317398081261872912,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711435260534,0,1317398081271965622,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711445203304,0,1317398081282040117,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711455477476,0,1317398081292132190,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711465520858,0,1317398081302264038,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711475643157,0,1317398081312376658,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711486162185,0,1317398081322502902,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711492616653,0,1317398081319645881,world,base_link,-2.376784532563761,12.297678408678621,-0.046974182130000486,0.0011287833786222136,0.018801018913398772,0.7727950492798263,0.6343761182015704
1649114711496180057,0,1317398081332634025,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711506443738,0,1317398081342729119,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711516072034,0,1317398081352808747,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711525372266,0,1317398081362899059,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711535753726,0,1317398081372923483,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711545232057,0,1317398081383016882,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711555892229,0,1317398081393076782,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711565620660,0,1317398081403139795,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711575738906,0,1317398081413201521,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711585230350,0,1317398081423261125,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711595933437,0,1317398081433345663,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711601662397,0,1317398081429598093,world,base_link,-2.5295979662332684,13.096736668143421,-0.056663513179998404,-0.001872840097203928,0.021602699341934994,0.7729140626975065,0.6341401008732591
1649114711605488300,0,1317398081443437883,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711616473436,0,1317398081453506998,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711626369714,0,1317398081463553913,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711635403633,0,1317398081473610404,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711646517038,0,1317398081483701326,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711656207084,0,1317398081493764908,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711665858030,0,1317398081503851480,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649114711676639795,0,1317398081513925672,/world,/map,0.0,0.0,0.0,0.0,0.0,0.0,1.0
