%time field.header.seq field.header.stamp field.header.frame_id field.status.status field.status.service field.latitude field.longitude field.altitude field.position_covariance0 field.position_covariance1 field.position_covariance2 field.position_covariance3 field.position_covariance4 field.position_covariance5 field.position_covariance6 field.position_covariance7 field.position_covariance8 field.position_covariance_type
1317398082049709081 0 1317398082049709081 imu_link 0 1 49.049680696406 8.3965489283468 112.83283233643 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398082159647941 0 1317398082159647941 imu_link 0 1 49.049688953223 8.3965465515211 112.81271362305 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398082259574890 0 1317398082259574890 imu_link 0 1 49.049696588633 8.396544391677 112.80421447754 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398082359594106 0 1317398082359594106 imu_link 0 1 49.049704386388 8.3965421694499 112.80187225342 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398082469732046 0 1317398082469732046 imu_link 0 1 49.049713117493 8.3965396923665 112.7998046875 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398082569617033 0 1317398082569617033 imu_link 0 1 49.049721188712 8.3965373524123 112.79652404785 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398082679593086 0 1317398082679593086 imu_link 0 1 49.04973025484 8.3965348109686 112.79377746582 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398082779612064 0 1317398082779612064 imu_link 0 1 49.049738530318 8.3965324124335 112.79405975342 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398082889604091 0 1317398082889604091 imu_link 0 1 49.049747684771 8.3965297481846 112.79467773438 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398082989825963 0 1317398082989825963 imu_link 0 1 49.049756076159 8.3965272979038 112.79563140869 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398083089576959 0 1317398083089576959 imu_link 0 1 49.049764521439 8.3965248220025 112.79872894287 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398083199584007 0 1317398083199584007 imu_link 0 1 49.049773890872 8.3965220698081 112.80200958252 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398083299561023 0 1317398083299561023 imu_link 0 1 49.049782475882 8.3965195390822 112.80415344238 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398083409584999 0 1317398083409584999 imu_link 0 1 49.049791992292 8.3965167342833 112.80419158936 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398083509615898 0 1317398083509615898 imu_link 0 1 49.049800706284 8.3965141502904 112.80200958252 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398083609576940 0 1317398083609576940 imu_link 0 1 49.049809471468 8.396511544875 112.80376434326 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398083719604015 0 1317398083719604015 imu_link 0 1 49.049819203091 8.3965086672099 112.80674743652 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398083819546937 0 1317398083819546937 imu_link 0 1 49.049828112616 8.396506016915 112.80872344971 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398083929575920 0 1317398083929575920 imu_link 0 1 49.04983799012 8.3965030671569 112.80741882324 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398084029737949 0 1317398084029737949 imu_link 0 1 49.049846994301 8.3965003413191 112.8044128418 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398084139569997 0 1317398084139569997 imu_link 0 1 49.049856983543 8.396497434212 112.79109954834 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398084239552021 0 1317398084239552021 imu_link 0 1 49.049866097133 8.3964948701955 112.77684783936 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398084339576005 0 1317398084339576005 imu_link 0 1 49.049875216545 8.3964921798664 112.77152252197 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398084449598073 0 1317398084449598073 imu_link 0 1 49.049885227107 8.3964891800053 112.77043914795 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398084549599885 0 1317398084549599885 imu_link 0 1 49.04989432039 8.3964864174944 112.76934814453 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398084659543037 0 1317398084659543037 imu_link 0 1 49.049904298677 8.396483369596 112.76623535156 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398084759555101 0 1317398084759555101 imu_link 0 1 49.049913328013 8.3964805359366 112.75188446045 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398084869721889 0 1317398084869721889 imu_link 0 1 49.04992323439 8.396477372486 112.73204040527 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398084969672918 0 1317398084969672918 imu_link 0 1 49.04993229001 8.3964745095718 112.72331237793 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398085069590091 0 1317398085069590091 imu_link 0 1 49.049941374789 8.3964716625742 112.71809387207 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398085179549932 0 1317398085179549932 imu_link 0 1 49.049951369494 8.3964685327268 112.70911407471 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398085279772996 0 1317398085279772996 imu_link 0 1 49.049960473381 8.3964657209197 112.6983795166 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398085389530897 0 1317398085389530897 imu_link 0 1 49.049970471695 8.3964626093759 112.68555450439 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398085489763975 0 1317398085489763975 imu_link 0 1 49.049979562228 8.3964597788559 112.66842651367 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398085589530944 0 1317398085589530944 imu_link 0 1 49.049988618131 8.3964569409133 112.64977264404 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398085699522018 0 1317398085699522018 imu_link 0 1 49.049998607088 8.3964538136596 112.63675689697 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398085799509048 0 1317398085799509048 imu_link 0 1 49.050007629442 8.3964509106762 112.62615203857 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398085909544944 0 1317398085909544944 imu_link 0 1 49.050017603487 8.3964477737069 112.62021636963 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398086009665012 0 1317398086009665012 imu_link 0 1 49.05002665002 8.3964448807831 112.61986541748 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398086119570016 0 1317398086119570016 imu_link 0 1 49.050036694614 8.39644174389 112.61790466309 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398086219512939 0 1317398086219512939 imu_link 0 1 49.050045825864 8.39643885836 112.61040496826 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398086319509029 0 1317398086319509029 imu_link 0 1 49.050054975679 8.3964360164233 112.59710693359 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398086429521083 0 1317398086429521083 imu_link 0 1 49.050065026779 8.3964329382258 112.57202911377 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398086529572010 0 1317398086529572010 imu_link 0 1 49.050074173295 8.3964301746033 112.55060577393 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398086639507055 0 1317398086639507055 imu_link 0 1 49.05008423403 8.3964270985375 112.53137207031 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398086739523887 0 1317398086739523887 imu_link 0 1 49.050093405812 8.3964242974578 112.51463317871 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398086839589118 0 1317398086839589118 imu_link 0 1 49.050102595751 8.3964214935464 112.50208282471 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398086949579000 0 1317398086949579000 imu_link 0 1 49.05011272056 8.3964183583321 112.49713897705 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398087049614906 0 1317398087049614906 imu_link 0 1 49.050121921055 8.39641554505 112.49130249023 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398087159513950 0 1317398087159513950 imu_link 0 1 49.050132014921 8.3964125042132 112.47758483887 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398087259489059 0 1317398087259489059 imu_link 0 1 49.05014120749 8.3964097481739 112.46852874756 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398087369647026 0 1317398087369647026 imu_link 0 1 49.050151306049 8.3964067217795 112.45774841309 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398087469645023 0 1317398087469645023 imu_link 0 1 49.050160468424 8.3964039467295 112.4529876709 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398087569519996 0 1317398087569519996 imu_link 0 1 49.050169578634 8.3964011422943 112.45141601562 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398087679558992 0 1317398087679558992 imu_link 0 1 49.050179585416 8.3963980717359 112.4440612793 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398087779481887 0 1317398087779481887 imu_link 0 1 49.050188630545 8.396395251791 112.43383789062 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398087889482975 0 1317398087889482975 imu_link 0 1 49.050198582833 8.3963921435858 112.42629241943 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398087989665985 0 1317398087989665985 imu_link 0 1 49.050207587004 8.3963892637349 112.42795562744 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398088089498043 0 1317398088089498043 imu_link 0 1 49.050216596062 8.3963863965193 112.43084716797 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398088199479103 0 1317398088199479103 imu_link 0 1 49.050226470805 8.3963832416047 112.43202209473 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398088299508094 0 1317398088299508094 imu_link 0 1 49.050235432035 8.3963803970231 112.42334747314 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398088409467935 0 1317398088409467935 imu_link 0 1 49.050245233179 8.3963772817545 112.4077835083 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398088509558916 0 1317398088509558916 imu_link 0 1 49.050254097413 8.3963744724319 112.39733886719 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398088619462966 0 1317398088619462966 imu_link 0 1 49.050263738702 8.3963714110325 112.38410186768 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398088719444036 0 1317398088719444036 imu_link 0 1 49.050272397501 8.3963686739606 112.3737487793 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398088819473028 0 1317398088819473028 imu_link 0 1 49.0502809368 8.3963659552826 112.36347198486 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398088929492950 0 1317398088929492950 imu_link 0 1 49.050290148764 8.3963629863005 112.35510253906 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398089029623031 0 1317398089029623031 imu_link 0 1 49.050298362115 8.3963603309629 112.34767913818 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398089139467000 0 1317398089139467000 imu_link 0 1 49.050307183849 8.3963574283976 112.34194946289 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398089239500045 0 1317398089239500045 imu_link 0 1 49.050315027165 8.3963548583421 112.33641815186 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398089339464902 0 1317398089339464902 imu_link 0 1 49.050322667541 8.3963522956251 112.33130645752 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398089449558973 0 1317398089449558973 imu_link 0 1 49.05033087168 8.396349528438 112.32661437988 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398089549647092 0 1317398089549647092 imu_link 0 1 49.050338117679 8.3963469895707 112.33184051514 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398089659482955 0 1317398089659482955 imu_link 0 1 49.050345849786 8.396344260613 112.33118438721 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398089759433984 0 1317398089759433984 imu_link 0 1 49.050352666033 8.3963417748835 112.33148956299 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398089869589090 0 1317398089869589090 imu_link 0 1 49.050359913547 8.3963391148791 112.32707214355 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398089969526052 0 1317398089969526052 imu_link 0 1 49.050366262139 8.3963367007456 112.32734680176 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398090069453954 0 1317398090069453954 imu_link 0 1 49.05037236027 8.396334363624 112.32778167725 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398090179425954 0 1317398090179425954 imu_link 0 1 49.050378793238 8.3963318761477 112.32640838623 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398090279436111 0 1317398090279436111 imu_link 0 1 49.050384384042 8.3963296944509 112.32237243652 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398090389451026 0 1317398090389451026 imu_link 0 1 49.050390251139 8.396327401567 112.32428741455 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398090489729881 0 1317398090489729881 imu_link 0 1 49.050395337665 8.3963254023309 112.33013916016 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398090589430093 0 1317398090589430093 imu_link 0 1 49.050400208645 8.3963234565602 112.33780670166 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398090699426889 0 1317398090699426889 imu_link 0 1 49.050405371388 8.3963213840364 112.34987640381 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398090799473047 0 1317398090799473047 imu_link 0 1 49.050409885783 8.3963196068965 112.35877990723 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398090909435033 0 1317398090909435033 imu_link 0 1 49.050414649023 8.3963178067619 112.3659286499 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398091009524106 0 1317398091009524106 imu_link 0 1 49.050418807756 8.3963162981719 112.37061309814 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398091119411945 0 1317398091119411945 imu_link 0 1 49.050423203006 8.3963147396235 112.3811416626 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398091219418048 0 1317398091219418048 imu_link 0 1 49.050427019655 8.3963134570896 112.38805389404 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398091329417943 0 1317398091329417943 imu_link 0 1 49.050431078052 8.3963122002401 112.39762115479 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398091429425001 0 1317398091429425001 imu_link 0 1 49.050434695304 8.3963111748758 112.40018463135 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398091529438972 0 1317398091529438972 imu_link 0 1 49.050438268308 8.3963102543059 112.40509033203 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398091639468908 0 1317398091639468908 imu_link 0 1 49.050442146635 8.3963094137648 112.40468597412 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398091739422082 0 1317398091739422082 imu_link 0 1 49.05044563879 8.3963087931561 112.41181182861 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398091849543094 0 1317398091849543094 imu_link 0 1 49.050449406149 8.3963082925308 112.41468048096 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398091949455976 0 1317398091949455976 imu_link 0 1 49.050452800743 8.3963080035294 112.42023468018 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398092059441089 0 1317398092059441089 imu_link 0 1 49.05045648558 8.3963078783904 112.4261932373 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398092159377098 0 1317398092159377098 imu_link 0 1 49.05045981233 8.396307948443 112.43518829346 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398092269391059 0 1317398092269391059 imu_link 0 1 49.050463412601 8.3963082472691 112.43952178955 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398092369493961 0 1317398092369493961 imu_link 0 1 49.050466645466 8.3963086801877 112.44504547119 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398092469645977 0 1317398092469645977 imu_link 0 1 49.050469834472 8.3963092813136 112.4462890625 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398092579394102 0 1317398092579394102 imu_link 0 1 49.050473288406 8.3963101965398 112.44915008545 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398092679374933 0 1317398092679374933 imu_link 0 1 49.050476367405 8.3963112912613 112.44998168945 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398092789361000 0 1317398092789361000 imu_link 0 1 49.050479681289 8.3963127177012 112.4501953125 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398092889386892 0 1317398092889386892 imu_link 0 1 49.05048262377 8.3963142373135 112.44919586182 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398092999448060 0 1317398092999448060 imu_link 0 1 49.050485809415 8.3963161298972 112.44640350342 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398093099374055 0 1317398093099374055 imu_link 0 1 49.050488678472 8.3963180465381 112.440574646 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398093209357976 0 1317398093209357976 imu_link 0 1 49.050491814973 8.3963204154432 112.4288482666 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398093309374094 0 1317398093309374094 imu_link 0 1 49.050494610835 8.3963228094265 112.41887664795 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398093409389019 0 1317398093409389019 imu_link 0 1 49.050497317182 8.396325447524 112.41655731201 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398093519603013 0 1317398093519603013 imu_link 0 1 49.050500179854 8.3963286953264 112.41724395752 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398093619369983 0 1317398093619369983 imu_link 0 1 49.050502716805 8.3963318889595 112.41584777832 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398093729367017 0 1317398093729367017 imu_link 0 1 49.050505406298 8.396335683534 112.41367340088 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398093829355955 0 1317398093829355955 imu_link 0 1 49.0505077288 8.3963393843546 112.41463470459 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398093939351081 0 1317398093939351081 imu_link 0 1 49.050510159259 8.3963437316495 112.41783905029 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398094039438009 0 1317398094039438009 imu_link 0 1 49.050512275241 8.3963478980521 112.41847229004 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398094139372110 0 1317398094139372110 imu_link 0 1 49.050514272775 8.3963522938889 112.41278076172 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398094249499082 0 1317398094249499082 imu_link 0 1 49.05051632948 8.3963573930649 112.39937591553 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398094349488973 0 1317398094349488973 imu_link 0 1 49.050518067077 8.3963622981935 112.39375305176 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398094459561109 0 1317398094459561109 imu_link 0 1 49.050519798245 8.3963679907962 112.39371490479 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398094559371948 0 1317398094559371948 imu_link 0 1 49.050521220017 8.396373431563 112.39368438721 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398094669327974 0 1317398094669327974 imu_link 0 1 49.050522708211 8.3963796587966 112.39070892334 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398094769328117 0 1317398094769328117 imu_link 0 1 49.050524031634 8.3963855579941 112.39571380615 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398094869486093 0 1317398094869486093 imu_link 0 1 49.050525312104 8.3963917165125 112.39959716797 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398094979481935 0 1317398094979481935 imu_link 0 1 49.050526633574 8.3963987760904 112.40369415283 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398095079386949 0 1317398095079386949 imu_link 0 1 49.050527722241 8.3964054888945 112.41014099121 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398095179339885 0 1317398095179339885 imu_link 0 1 49.050528689322 8.3964124661923 112.41377258301 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398095289328098 0 1317398095289328098 imu_link 0 1 49.050529671665 8.3964204636343 112.41253662109 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398095389322996 0 1317398095389322996 imu_link 0 1 49.050530589279 8.3964279952545 112.39837646484 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317398095499511957 0 1317398095499511957 imu_link 0 1 49.050531585688 8.3964365967292 112.38375854492 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
