%time field.header.seq field.header.stamp field.header.frame_id field.status.status field.status.service field.latitude field.longitude field.altitude field.position_covariance0 field.position_covariance1 field.position_covariance2 field.position_covariance3 field.position_covariance4 field.position_covariance5 field.position_covariance6 field.position_covariance7 field.position_covariance8 field.position_covariance_type
1317065165254817962 0 1317065165254817962 imu_link 0 1 49.00129874251 8.4597279332774 121.74731445312 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065165354795932 0 1317065165354795932 imu_link 0 1 49.001298847638 8.4597279750664 121.74391937256 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065165464827060 0 1317065165464827060 imu_link 0 1 49.001298964482 8.4597280271004 121.7405166626 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065165564841985 0 1317065165564841985 imu_link 0 1 49.001299034927 8.4597280528493 121.7380065918 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065165675028085 0 1317065165675028085 imu_link 0 1 49.001299145672 8.4597280921206 121.73386383057 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065165774844884 0 1317065165774844884 imu_link 0 1 49.001299271018 8.4597281335853 121.72908782959 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065165874872922 0 1317065165874872922 imu_link 0 1 49.001299388255 8.4597281741339 121.72425842285 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065165974857091 0 1317065165974857091 imu_link 0 1 49.001299538131 8.4597282324753 121.71793365479 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065166084853887 0 1317065166084853887 imu_link 0 1 49.001299632032 8.4597282629846 121.71318817139 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065166184905052 0 1317065166184905052 imu_link 0 1 49.001299765528 8.4597283046799 121.70892333984 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065166294842958 0 1317065166294842958 imu_link 0 1 49.001299865394 8.4597283297238 121.70576477051 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065166394805908 0 1317065166394805908 imu_link 0 1 49.001299975937 8.4597283642361 121.70265960693 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065166494882106 0 1317065166494882106 imu_link 0 1 49.001300038412 8.4597283823059 121.70148468018 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065166604878902 0 1317065166604878902 imu_link 0 1 49.001300098152 8.4597284035899 121.70073699951 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065166704905033 0 1317065166704905033 imu_link 0 1 49.001300162768 8.4597284143749 121.70086669922 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065166804852962 0 1317065166804852962 imu_link 0 1 49.001300239182 8.4597284277028 121.7010269165 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065166914922952 0 1317065166914922952 imu_link 0 1 49.00130031687 8.459728421536 121.70151519775 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065167014867067 0 1317065167014867067 imu_link 0 1 49.00130036909 8.4597283922601 121.70055389404 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065167114837884 0 1317065167114837884 imu_link 0 1 49.001300436212 8.4597283475601 121.69962310791 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065167225128889 0 1317065167225128889 imu_link 0 1 49.001300544868 8.4597282910585 121.69863128662 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065167324963092 0 1317065167324963092 imu_link 0 1 49.001300635783 8.4597282142804 121.70130157471 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065167424912929 0 1317065167424912929 imu_link 0 1 49.001300691646 8.4597281208084 121.7033996582 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065167534904003 0 1317065167534904003 imu_link 0 1 49.00130075202 8.4597280239517 121.70552825928 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065167635086059 0 1317065167635086059 imu_link 0 1 49.001300830424 8.4597279446868 121.70519256592 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065167744981050 0 1317065167744981050 imu_link 0 1 49.001300954577 8.4597278808069 121.70291900635 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065167844963073 0 1317065167844963073 imu_link 0 1 49.001301038505 8.4597278133098 121.7010269165 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065167944896936 0 1317065167944896936 imu_link 0 1 49.001301102483 8.4597277422981 121.70011901855 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065168044974088 0 1317065168044974088 imu_link 0 1 49.001301169607 8.4597276871674 121.69879150391 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065168155154943 0 1317065168155154943 imu_link 0 1 49.001301212515 8.4597276260444 121.69780731201 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065168254976987 0 1317065168254976987 imu_link 0 1 49.001301291648 8.4597276087359 121.69541931152 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065168354933023 0 1317065168354933023 imu_link 0 1 49.001301349128 8.4597275881061 121.69387817383 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065168464952945 0 1317065168464952945 imu_link 0 1 49.001301411389 8.4597275814731 121.69262695312 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065168564963102 0 1317065168564963102 imu_link 0 1 49.001301445117 8.4597275856428 121.69156646729 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065168675160884 0 1317065168675160884 imu_link 0 1 49.001301492255 8.4597276216954 121.68927764893 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065168774935960 0 1317065168774935960 imu_link 0 1 49.001301528431 8.4597276569938 121.68687438965 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065168874941110 0 1317065168874941110 imu_link 0 1 49.001301547095 8.4597276763568 121.68552398682 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065168984967947 0 1317065168984967947 imu_link 0 1 49.001301564052 8.4597276934254 121.68476867676 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065169084964990 0 1317065169084964990 imu_link 0 1 49.001301573032 8.459727707818 121.68418884277 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065169185192108 0 1317065169185192108 imu_link 0 1 49.001301611012 8.459727757008 121.68035125732 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065169294966936 0 1317065169294966936 imu_link 0 1 49.00130163533 8.4597277866858 121.67707824707 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065169395010948 0 1317065169395010948 imu_link 0 1 49.001301671084 8.4597278384425 121.67261505127 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065169504977941 0 1317065169504977941 imu_link 0 1 49.001301703837 8.4597278762386 121.66960144043 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065169605036973 0 1317065169605036973 imu_link 0 1 49.001301746489 8.459727915442 121.66609954834 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065169705064058 0 1317065169705064058 imu_link 0 1 49.001301780031 8.4597279393177 121.66176605225 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065169804991960 0 1317065169804991960 imu_link 0 1 49.001301803061 8.4597279598102 121.65727996826 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065169915023088 0 1317065169915023088 imu_link 0 1 49.00130182704 8.4597279868562 121.65251159668 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065170015047073 0 1317065170015047073 imu_link 0 1 49.001301843101 8.459728002116 121.64949035645 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065170115009069 0 1317065170115009069 imu_link 0 1 49.001301879221 8.4597280283493 121.64474487305 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065170225054025 0 1317065170225054025 imu_link 0 1 49.001301913476 8.4597280209758 121.63917541504 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065170325088024 0 1317065170325088024 imu_link 0 1 49.001301968359 8.4597279546868 121.63076782227 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065170425057888 0 1317065170425057888 imu_link 0 1 49.001302025973 8.4597278015127 121.62411499023 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065170535034894 0 1317065170535034894 imu_link 0 1 49.001302101242 8.4597275492573 121.61817932129 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065170635243892 0 1317065170635243892 imu_link 0 1 49.001302204703 8.4597272406506 121.61330413818 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065170745098114 0 1317065170745098114 imu_link 0 1 49.001302354506 8.4597268334108 121.604347229 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065170845036029 0 1317065170845036029 imu_link 0 1 49.001302495655 8.4597263784497 121.59866333008 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065170945020914 0 1317065170945020914 imu_link 0 1 49.00130265233 8.459725858636 121.59286499023 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065171055079936 0 1317065171055079936 imu_link 0 1 49.001302844475 8.4597252067259 121.58512115479 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065171155294895 0 1317065171155294895 imu_link 0 1 49.00130302747 8.4597245135625 121.57948303223 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065171265090942 0 1317065171265090942 imu_link 0 1 49.001303237743 8.4597236140554 121.56979370117 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065171365077972 0 1317065171365077972 imu_link 0 1 49.001303437864 8.459722668394 121.56157684326 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065171465120077 0 1317065171465120077 imu_link 0 1 49.001303678956 8.4597215841569 121.5518951416 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065171565120935 0 1317065171565120935 imu_link 0 1 49.001303940763 8.4597203544676 121.54412078857 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065171675190925 0 1317065171675190925 imu_link 0 1 49.001304279581 8.4597188749335 121.53721618652 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065171785115003 0 1317065171785115003 imu_link 0 1 49.001304655747 8.4597172550886 121.53234863281 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065171875097990 0 1317065171875097990 imu_link 0 1 49.001304986977 8.4597158347536 121.52825164795 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065171985101938 0 1317065171985101938 imu_link 0 1 49.001305425135 8.459713987527 121.52294921875 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065172085117101 0 1317065172085117101 imu_link 0 1 49.001305828745 8.4597121980763 121.51759338379 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065172185183048 0 1317065172185183048 imu_link 0 1 49.001306265377 8.4597103188945 121.5135269165 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065172295124053 0 1317065172295124053 imu_link 0 1 49.001306772438 8.4597081373308 121.50945281982 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065172395091056 0 1317065172395091056 imu_link 0 1 49.001307276338 8.4597060266219 121.50691986084 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065172495142936 0 1317065172495142936 imu_link 0 1 49.001307808706 8.4597037609546 121.50598907471 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065172605186939 0 1317065172605186939 imu_link 0 1 49.001308433086 8.4597011262972 121.51419830322 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065172705226898 0 1317065172705226898 imu_link 0 1 49.00130895474 8.4596985178205 121.5114364624 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065172815159082 0 1317065172815159082 imu_link 0 1 49.001309607867 8.4596954321667 121.51998138428 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065172915143966 0 1317065172915143966 imu_link 0 1 49.001310240685 8.4596925176651 121.52283477783 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065173025166988 0 1317065173025166988 imu_link 0 1 49.001310966133 8.459689115662 121.5265045166 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065173125196933 0 1317065173125196933 imu_link 0 1 49.001311668212 8.4596857953503 121.52837371826 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065173225176095 0 1317065173225176095 imu_link 0 1 49.001312396278 8.4596822553626 121.52816009521 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065173325215101 0 1317065173325215101 imu_link 0 1 49.001313171161 8.459678467572 121.52935791016 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065173435297012 0 1317065173435297012 imu_link 0 1 49.001314091213 8.4596740719433 121.52772521973 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065173535376071 0 1317065173535376071 imu_link 0 1 49.00131497799 8.4596697895797 121.52685546875 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065173645251989 0 1317065173645251989 imu_link 0 1 49.001316000445 8.4596647724939 121.52182769775 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065173745212078 0 1317065173745212078 imu_link 0 1 49.001316928288 8.4596598492764 121.51851654053 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065173845196962 0 1317065173845196962 imu_link 0 1 49.001317983729 8.4596547053933 121.51194000244 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065173945374965 0 1317065173945374965 imu_link 0 1 49.00131907437 8.4596493058522 121.50247955322 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065174055182933 0 1317065174055182933 imu_link 0 1 49.001320338896 8.4596430761719 121.49618530273 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065174155235052 0 1317065174155235052 imu_link 0 1 49.001321559051 8.4596372145899 121.49111938477 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065174265285968 0 1317065174265285968 imu_link 0 1 49.001322902323 8.4596304707428 121.48398590088 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065174365185976 0 1317065174365185976 imu_link 0 1 49.001324163522 8.4596241480819 121.47329711914 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065174465200901 0 1317065174465200901 imu_link 0 1 49.001325495968 8.459617628531 121.46077728271 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065174565208911 0 1317065174565208911 imu_link 0 1 49.001326877565 8.4596109057971 121.44318389893 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065174675348997 0 1317065174675348997 imu_link 0 1 49.001328455275 8.4596032605951 121.42481994629 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065174775228023 0 1317065174775228023 imu_link 0 1 49.001329951334 8.4595960672276 121.41034698486 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065174875197887 0 1317065174875197887 imu_link 0 1 49.001331504177 8.4595886650001 121.39542388916 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065174985191106 0 1317065174985191106 imu_link 0 1 49.00133325411 8.4595802659795 121.38214111328 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065175085241079 0 1317065175085241079 imu_link 0 1 49.001334909073 8.4595724253116 121.36744689941 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065175185379981 0 1317065175185379981 imu_link 0 1 49.001336573329 8.4595643235254 121.35504150391 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065175295244932 0 1317065175295244932 imu_link 0 1 49.001338478127 8.4595552033635 121.33925628662 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065175395239114 0 1317065175395239114 imu_link 0 1 49.001340243333 8.4595466880521 121.32276916504 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065175505239963 0 1317065175505239963 imu_link 0 1 49.001342247574 8.4595371104459 121.30444335938 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065175605299949 0 1317065175605299949 imu_link 0 1 49.001344094065 8.4595281771115 121.28659820557 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065175705312967 0 1317065175705312967 imu_link 0 1 49.001345981796 8.459519036146 121.27030181885 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065175815227985 0 1317065175815227985 imu_link 0 1 49.001348102378 8.4595087221738 121.25540924072 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065175915273904 0 1317065175915273904 imu_link 0 1 49.001350063098 8.4594991521122 121.23575592041 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065176015239000 0 1317065176015239000 imu_link 0 1 49.001352073997 8.4594893996445 121.21685791016 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065176125282049 0 1317065176125282049 imu_link 0 1 49.001354333631 8.4594784101398 121.19861602783 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065176225378990 0 1317065176225378990 imu_link 0 1 49.001356410459 8.4594682031146 121.18547058105 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065176325263023 0 1317065176325263023 imu_link 0 1 49.001358531908 8.4594578174703 121.17049407959 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065176435549974 0 1317065176435549974 imu_link 0 1 49.001360924546 8.4594462364188 121.15077209473 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065176535293102 0 1317065176535293102 imu_link 0 1 49.001363106768 8.4594355398336 121.1322555542 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065176635516881 0 1317065176635516881 imu_link 0 1 49.001365316911 8.4594247203655 121.11329650879 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065176745313882 0 1317065176745313882 imu_link 0 1 49.001367762531 8.459412637334 121.09241485596 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065176845309019 0 1317065176845309019 imu_link 0 1 49.001370041675 8.4594015067802 121.07266235352 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065176955286979 0 1317065176955286979 imu_link 0 1 49.001372579695 8.4593890747996 121.05137634277 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065177055309057 0 1317065177055309057 imu_link 0 1 49.00137493405 8.4593776152642 121.03472900391 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065177155520915 0 1317065177155520915 imu_link 0 1 49.001377328597 8.4593660307784 121.01630401611 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065177255273103 0 1317065177255273103 imu_link 0 1 49.001379708857 8.4593542576776 120.99823760986 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065177365295886 0 1317065177365295886 imu_link 0 1 49.001382357623 8.4593411649937 120.97634124756 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065177465282917 0 1317065177465282917 imu_link 0 1 49.001384792026 8.459329132151 120.95787811279 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065177575339078 0 1317065177575339078 imu_link 0 1 49.001387506283 8.4593157938669 120.93341064453 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065177675425052 0 1317065177675425052 imu_link 0 1 49.001389959317 8.4593034841004 120.90923309326 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065177775346040 0 1317065177775346040 imu_link 0 1 49.001392431171 8.4592909913186 120.89720153809 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065177885379076 0 1317065177885379076 imu_link 0 1 49.001395180568 8.4592770703995 120.89917755127 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065177985349893 0 1317065177985349893 imu_link 0 1 49.001397730052 8.4592642974123 120.89588165283 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065178085369110 0 1317065178085369110 imu_link 0 1 49.001400298256 8.4592514058115 120.8904800415 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065178195590019 0 1317065178195590019 imu_link 0 1 49.001403121944 8.459237073324 120.87782287598 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
1317065178295381069 0 1317065178295381069 imu_link 0 1 49.00140570124 8.4592239252324 120.86602020264 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0
